"well","row","col","dHm_fit","Tm_fit","BS_factor","T_onset","dG_std"
"309","13","21",174368.778250861,331.414328620069,0.951839398227458,308.978713535073,17501.5376220076
"310","13","22",134560.994630156,335.251013120901,0.948672607332779,306.114248929885,14891.3770039363
"311","13","23",165758.678747006,331.106124710471,0.952772840089809,307.629996040466,16498.5280577519
"312","13","24",138004.848781078,335.191057045993,0.947061645103285,306.729390123064,15250.5425454182
"313","14","01",171535.214597913,331.027339839847,0.948882673490044,308.297935540142,17036.724361091
"314","14","02",129379.829868909,334.769494833412,0.954440483202549,304.653807802132,14152.4962236772
"315","14","03",172059.062798331,330.982482896154,0.957466810996522,308.323473967658,17067.749891244
"316","14","04",139265.853520394,334.848025680247,0.947563285288036,306.677682752227,15262.9894068821
"317","14","05",180640.499446262,331.593776155461,0.945775120408646,309.8633464036,18218.9801573935
"318","14","06",138259.683252573,335.035666469849,0.947999913530461,306.647234756191,15221.6646556355
"319","14","07",169029.547858153,330.84988499676,0.952486931465524,307.830837675043,16706.2073365087
"320","14","08",134427.661194323,335.040951457539,0.950921938513937,305.912748626958,14801.6661906442
"321","14","09",176913.34779976,331.707327353048,0.94960116816869,309.535009114934,17897.5218081978
"322","14","10",136825.312261566,334.856758749456,0.952476200142243,306.22547617862,14998.6930135764
"323","14","11",176324.203508535,331.447715194886,0.949465605741656,309.239916621785,17713.7836262961
"324","14","12",139590.213597328,334.94946911961,0.949685545947201,306.822769743081,15336.181210188
"325","14","13",173643.138921751,331.285436251827,0.950718101124089,308.77935727954,17367.9266598822
"326","14","14",140570.507442583,334.957723321566,0.944929025096998,307.009484883808,15446.9653477776
"327","14","15",171556.77063727,331.332244413263,0.955275856117809,308.565053871697,17181.0585598656
"328","14","16",133701.033111964,334.61909665308,0.949549130181909,305.416877528048,14571.6605774954
"329","14","17",177899.524591643,332.22414226348,0.943339803530673,310.100067118194,18246.036149696
"330","14","18",136475.18434196,335.124044043364,0.946995212980856,306.381736308511,15057.2290063227
"331","14","19",174915.93892423,331.004591633988,0.953510190497043,308.687838194679,17361.6677498712
"332","14","20",132183.96008724,334.802076519131,0.948925475301586,305.263402992554,14470.6886829671
"333","14","21",175264.92227064,331.137928288981,0.951877455787758,308.845275671328,17459.8745523107
"334","14","22",146478.077783469,335.24967458929,0.945670919118109,308.293003194511,16209.6772409663
"335","14","23",176930.510234323,331.813713328273,0.947891462093603,309.629654306194,17950.2465880929
"336","14","24",140686.504904116,335.183700290945,0.946882866409538,307.220462695354,15544.1384920481
"337","15","01",165435.442878142,331.066129858587,0.953346299529679,307.552870126971,16448.3588922724
"338","15","02",138056.90940697,335.347471182397,0.956588438588895,306.870194143903,15313.57278792
"339","15","03",169209.211033092,330.8703789254,0.950325121334268,307.871323969563,16733.4093811979
"340","15","04",132311.65247822,335.046796373457,0.949575732104889,305.492861870423,14570.7290807311
"341","15","05",166132.672237501,330.695475915331,0.952990668176152,307.324479893767,16349.9874562526
"342","15","06",140806.415768792,335.472352718733,0.958081555161247,307.484806998409,15665.1559265435
"343","15","07",170703.549395218,330.803115531984,0.953290302647633,308.000467745816,16849.9099869656
"344","15","08",146249.924566934,335.655244859483,0.953781266281097,308.59718744896,16341.5865402611
"345","15","09",176287.821369008,331.823697742438,0.943725707476372,309.562893586598,17889.8097177515
"346","15","10",137619.558277625,335.464021767629,0.95452489288487,306.884942494684,15307.5705888359
"347","15","11",175711.719064993,331.446774345001,0.950560020384705,309.166891068333,17651.8038862837
"348","15","12",140764.322207868,335.386433692184,0.950734226906918,307.404957147207,15628.4238823126
"349","15","13",179363.119800515,331.723469650732,0.948609856118535,309.831940423654,18153.1993061074
"350","15","14",137456.406387536,335.649495372764,0.952770943362925,307.009093017544,15356.9302094785
"351","15","15",177880.647642745,331.968868425451,0.946871235845645,309.875460818559,18121.3444700313
"352","15","16",141715.048724572,335.312804062589,0.951369935908496,307.515185161764,15706.3151918543
"353","15","17",167100.364663603,331.0085320508,0.956305790603607,307.720884180365,16587.7074345526
"354","15","18",139485.153030851,335.293471654638,0.948821036860466,307.091957859298,15452.0241693844
"355","15","19",176840.226527002,332.014033661636,0.948750740619454,309.793497230241,18036.9586122519
"356","15","20",142739.278365583,335.606133110224,0.946486445327138,307.945207716361,15930.7619350407
"357","15","21",171549.068425675,331.38545701948,0.951407178531073,308.610252064229,17205.0751462464
"358","15","22",135825.191405666,335.389037326487,0.953174424986789,306.477328955852,15080.9919517707
"359","15","23",177365.306609714,331.606113153451,0.950877926516545,309.499573272415,17894.5849670905
"360","15","24",142014.869633773,335.797119156969,0.954560533411567,307.976453126404,15921.6694073688
"361","16","01",178457.333713706,331.464020028377,0.952332385407065,309.501998439727,17935.9774525159
"362","16","02",131919.129612916,334.599458104359,0.949914724085287,305.040952860742,14370.5576070891
"363","16","03",175266.356296595,331.481476129307,0.949063067090392,309.144273894386,17623.5681081973
"364","16","04",136830.012857204,334.974900386181,0.948259942735462,306.325175664974,15042.1765556088
"365","16","05",167354.767484939,330.984792081799,0.953281717608029,307.733276071695,16602.1494815619
"366","16","06",141505.922024328,335.552330666928,0.952354364175331,307.678911963589,15772.9534357963
"367","16","07",173199.047928521,331.277700134322,0.94971431946878,308.718861903312,17319.8682585627
"368","16","08",137571.850234068,335.246098562992,0.949889038731227,306.693503014934,15222.7839120317
"369","16","09",165433.634414312,331.405032121415,0.954898793786673,307.84508178769,16600.5349743598
"370","16","10",142952.830823973,335.610364502992,0.949538800209869,307.986691849224,15956.1971732637
"371","16","11",175083.238220834,331.852076718497,0.944710642817035,309.444754570968,17781.0209446023
"372","16","12",134957.518456668,335.25954479567,0.953349687477748,306.199553285669,14938.3131798158
"373","16","13",175726.068783823,331.680993079666,0.946880881873191,309.372369354916,17764.8696164268
"374","16","14",138067.35889856,335.343289921675,0.951956653592134,306.868665081292,15313.2013150869
"375","16","15",171050.0284186,331.357762900223,0.94996533100987,308.524375552396,17142.1630146376
"376","16","16",138626.402520991,335.374960326182,0.95219564235612,307.000319547038,15386.8444113607
"377","16","17",178598.566338322,331.648536598091,0.94619609526817,309.679102042256,18039.5507612357
"378","16","18",137245.194643401,335.506155344713,0.948988353815268,306.848888801795,15281.2481373006
"379","16","19",176706.923815223,331.264131938473,0.95324051894872,309.124940428486,17664.1411655935
"380","16","20",139304.05939095,335.350873250035,0.953547950743607,307.106523872148,15453.1658331312
"381","16","21",172500.472126875,331.276025480454,0.954845911015542,308.632296283392,17249.2260095723
"382","16","22",135181.267098531,335.058505364217,0.952838997094063,306.075734848284,14890.9472285273
"383","16","23",166288.404408541,331.12132367479,0.952916670632132,307.712620466284,16558.1266234102
"384","16","24",136778.8330968,335.503311393143,0.957245161806146,306.757173321765,15228.2918563166
