Parameters,kN_fit,bN_fit,kU_fit,bU_fit,dHm_fit,Tm_fit,T_onset,dG_std,dCp_component
B7,0.8336456232575569,258.847493071297,0.4369241012980213,159.2803907210329,5253.777311672614,0.2627950849476148,124.18215977098812,7045.307828860409,0.3523664612821369
B8,1.1146057065360135,346.97286577032526,0.4892534051878402,177.48553997860094,5773.124170837718,0.2530257750389982,137.33090541025618,7757.234999366168,0.33994855485234765
B9,1.2747701152625985,397.1132334211664,0.4894225405642967,176.98519276490515,6738.201199117747,0.28217004610670465,160.82609385327805,9061.692372373613,0.3794266117339075
C1,1.6038954565134098,498.01203484072107,0.4325482047423864,156.1843645633722,7662.624892023699,0.4043233293196516,182.6519870298304,10327.984801341032,0.5448697029902455
C10,1.3999492301338436,434.0700449516134,0.4728336854609566,171.58330009342185,6635.085584591568,0.37900860083915117,157.28504606055196,8926.845796664767,0.509832641821385
C11,1.4070560588812424,436.9644628279656,0.47043899128058825,170.3799188386982,6907.024120562655,0.35632203449897937,164.22147105967963,9294.933378702846,0.4794383925950019
C12,1.427833496006009,443.73300870065367,0.47769443245358933,172.914683709543,6836.971145686472,0.3352764252363313,162.73551643679954,9203.246992290806,0.45125221357972506
C2,1.393221461442909,433.34480940777087,0.44898749209069116,162.22686303912033,7176.660159268176,0.33284626849019805,171.20821397741116,9662.333778015643,0.44806876613527713
C3,3.1403759816408647,962.821433055358,1.4089661845214285,519.1730620053706,10197.694632688073,0.9700344105907831,236.56451815589924,13675.353870204994,1.300500994424927
C4,2.292414738134631,702.4399921620228,1.3686800278117395,505.91553153100006,9831.219460279395,0.8493172065280683,227.28868491062005,13147.10892728132,1.1355526745244384
C5,3.6875099240399023,1129.7407354026204,2.498329526442638,928.9725335158993,12434.826207047474,0.9592588565382655,286.5633424983626,16642.587782882947,1.2836700538905434
C6,3.363583855047756,1029.4461642122685,2.1838941357398833,811.850201665435,10932.943253570418,0.8851632882268765,251.77449345675058,14631.36619203731,1.1844106392428917
C7,3.0694591451596924,942.0547928357636,1.9181555327875763,710.2614931012728,10873.86856916419,0.8233790685925994,251.63066483908764,14556.183529980417,1.1020363974093175
C8,1.5566540767184343,481.03717094962803,0.9494674316538515,348.7728537208007,6057.3242987227295,0.36429230904976273,141.75759612567074,8112.2468325522495,0.48781406795300153
C9,1.3383376791110773,414.3161742309613,0.6273401400991707,229.18392386403931,5939.375066809147,0.34763368726879673,139.82630237629758,7971.660830188285,0.46651693689123047
D1,1.2825436503647731,399.1296399077802,0.44344422821563134,160.29364791003962,6877.98816818507,0.3076696299867648,164.0882380056956,9255.832615178178,0.41398453600200497
D10,1.6880058371193403,523.8407085559056,0.525478614332284,190.35800456464634,7693.347450232633,0.4162423102127299,182.79430842599342,10361.150675632005,0.5604908292822159
D11,1.4043540930274432,437.20690440704055,0.5115788030733973,185.02112451903199,7337.487393812795,0.3196380827843892,175.02599387424058,9872.289534388034,0.4300089842915463
D12,1.3099136890111465,407.6264839001473,0.41972041386447495,151.55070499560009,6978.92520424872,0.3128466279381033,166.65484955730273,9396.96490824277,0.4211859993969446
D2,3.101219460318011,951.4460124260248,1.9002251897545548,702.8451069724649,9246.070576145003,0.7287681778049313,213.99645648935112,12371.633555404826,0.974958450848341
D3,2.452395195355556,753.8517138292533,1.5671624867425384,578.8261850075041,9291.576792079803,0.6747818462368931,215.5990549161335,12430.166708716091,0.9025785659968423
D4,2.3189090988675343,716.8342902119493,1.646081346613441,606.148450411578,9391.843976257516,0.5495750818378284,219.44584569685017,12569.195215046,0.7354155490330244
D5,2.116854466618094,652.5080987041513,1.3296765224657858,490.27292496465293,7941.187221777407,0.5178463747031119,184.97055059919953,10634.702845744061,0.6933977214961665
D6,1.4475532637800528,447.7244000306898,0.814258361848043,298.420423255934,6029.353928579897,0.35578510727152124,141.4566796666651,8079.206246360243,0.47668120564847505
D7,1.2189408359969407,377.9724116874576,0.5926146200223142,216.2639626296821,5588.930240999722,0.29939070128423895,131.86785072975303,7501.290535084776,0.40178148268742303
D8,1.1185176167663757,347.7048803782265,0.41432541328644856,150.10500148256506,5855.647225340427,0.28146971141284655,139.29458778248244,7874.595899605716,0.3784666779156504
D9,1.1353598715104039,353.64825658256416,0.4342843248044555,157.06450006552717,6129.947807369808,0.25836357186902204,146.28197580739635,8244.1809839771,0.3474347141895073
E1,1.3083153825737293,406.3094165222067,0.39373263477187687,142.3503852508663,7126.6940916033545,0.37021975718227057,169.7028054285388,9597.018178936307,0.49846924019204525
E10,1.1150202897308124,347.09306236108705,0.3124004161670747,112.51636569356815,6244.624037112827,0.2711029385793909,149.50056261685322,8416.812067661082,0.3653571416329157
E11,1.2440935107032103,387.0602492797731,0.416899711180922,150.6893741821125,6706.298855262045,0.30530507211719105,159.96908736029218,9027.302314722301,0.4109157613665303
E12,1.2615674632753593,392.55293413556245,0.39876110762147277,143.9459233409218,6996.204666077657,0.31553679249556094,167.09184017272696,9420.104573943432,0.4248011126911427
E2,1.5015809058135872,466.42882226431993,0.4506090391539954,162.99228070695827,7370.791515625015,0.3741749823678824,175.49708370462744,9931.714361508668,0.5041022747853872
E3,2.892359985392582,880.3569817117641,1.4670025410444847,542.0680572041257,9300.078631800117,1.5049124752661425,213.38789918515815,12429.659353418907,2.0101635451894153
E4,2.3252902238595605,712.5337610034568,1.2460817715734132,458.96985333662445,8152.534098371162,0.8042615394833659,188.77635931768137,10901.778680492229,1.0751929976668266
E5,1.6647612442892132,512.0435471728115,1.0390329770311597,382.8515799166695,7395.87042284716,0.5455030931463933,171.90283461740472,9889.258322848864,0.7292911297890725
E6,0.8509344521729968,264.63512144009746,0.6137197633512321,224.523720127372,4168.960185306656,0.1955581632080958,98.37519204776484,5580.681873511814,0.2617537501367287
E7,1.362854373244209,422.59052401052895,0.5806375943793979,211.5818772524936,5867.462008401945,0.31950972701726615,138.62177378696217,7884.964015183948,0.4293125604426992
E8,1.200604685528902,373.06975853807114,0.4396283662695571,159.41385073531796,5724.97519943847,0.2811940235467416,136.04900763019938,7702.483174287354,0.37827277283777067
E9,1.1812152906346525,367.2130918063437,0.3934014224522778,142.31483171709448,6210.572056480542,0.2982138720518091,147.9420102456306,8359.701545821192,0.4013535047689073
F1,1.3250438985804618,412.410255851215,0.43423251617258946,156.80836802627664,7154.675093615431,0.3167577862047951,170.8592332610722,9632.102388484722,0.4263862514588513
F10,1.1596269155209638,361.0886765255218,0.382743596697659,138.1670512402921,6233.613998682446,0.26710452426468834,148.96637815527757,8392.72125175565,0.3595763775006575
F11,1.3042827301597129,405.96763043483554,0.43153328300225285,155.85201328802873,6868.927419509183,0.3031173733296321,164.02489249460976,9247.00202156894,0.40800741257249906
F12,1.456426059476563,453.03213910528643,0.4596729985980343,166.03163336749463,7591.150217554309,0.3502887961102015,181.16226383419541,10222.483489677015,0.47164613184254817
F2,3.049338583870019,931.2812933621259,1.668339862221164,617.6118330101904,10880.506468368434,1.142745933086767,250.5504385695758,14554.068330569175,1.5281621804694498
F3,3.360257535390639,1028.462468003308,1.7162754232099178,634.3762463839598,10698.429975269692,1.0274381645231578,247.22747893708004,14328.751790613936,1.3757484425090212
F4,2.914980122064668,898.3933867021675,1.6813051731675275,619.5191781064951,11345.929674270023,0.7555466015528297,264.4092250889735,15206.694664538836,1.0124979356218442
F5,1.9691061121238342,609.2576254650717,1.6356309841470957,603.3005688032008,8389.329792552247,0.48979237155617167,195.89684011573672,11218.11194045116,0.6548696106611425
F6,2.309745740424025,712.8714771912694,1.5469256043188977,570.302572508884,8885.727995394729,0.5493102269491076,207.19752508713077,11897.267756781432,0.735390396966696
F7,1.3885753553723146,430.874287123965,0.9332961989738667,341.7811288198423,6465.866363154948,0.3286357642503617,152.17849264856423,8655.93873202395,0.43990186091401046
F8,1.5850164032396092,491.01362334572343,0.6735578193572649,245.60453078555594,6411.622148857708,0.36846501659236147,151.2729953197686,8613.65623684854,0.49493903561805186
F9,0.827698601096834,258.24795008826175,0.32453188384226694,117.17215047808504,4879.894764511223,0.18409163947218155,116.78576150506375,6562.620872395286,0.24754714784012338
G1,1.4049756541062777,437.29543406580683,0.45821885625928094,165.43661212722566,7396.4235751246815,0.32730058758349634,176.6635626203986,9957.071671073261,0.4405559828415237
G10,1.360170665094153,422.30011946518687,0.4393147359264512,159.09198786984666,6622.8090868555755,0.34761793191825296,157.4513780044443,8915.33376101117,0.4678753703476968
G11,1.3220135392606847,411.30854470365614,0.4241371450231223,153.2215444844294,6983.364860808417,0.3171890763237402,166.665030278628,9404.31386925423,0.4270940716581056
G12,1.3239981099338431,412.3414077484226,0.4367626987349632,157.6204567931858,6955.018434296206,0.2944541643072061,166.27188955460832,9363.605638035628,0.39637853107836013
G2,1.6269991888813002,505.5800590044998,0.47525234680108397,171.6710818903269,7928.518954664953,0.39352776305045684,189.04897642399746,10681.970191847347,0.5301129925779154
G3,2.1893752521367786,671.8777597173968,1.2388780927730454,458.21396350270055,9425.839723910465,0.7422689966367363,218.30594365486596,12627.826452101086,0.994249695940885
G4,2.9797610447898593,911.5652163001163,2.085785497237201,777.5828409887292,11478.581383387333,0.913123842730918,263.77703809598427,15361.034783628747,1.2217954601722738
G5,3.818083605988793,1170.8005976015402,2.3530231148000165,873.5888920180051,13973.322381794875,1.070209147176853,322.6507869094742,18722.362669703492,1.433718773715204
G6,2.4307809455614597,749.7721568760655,1.7144652613003994,632.9802917849948,9716.491394250423,0.6111633282637935,226.21136756045073,13004.444902146564,0.8178732017404786
G7,2.660140613950334,818.7309088199867,1.6321141848301965,602.3488261622072,10165.40621519431,0.7050284604604066,236.3198068613521,13611.758331023808,0.9439154609566779
G8,1.4179684368935215,438.40393140301927,0.7941386383229389,291.17577003497667,6287.688042984187,0.3770220314461709,147.42397223939454,8425.840583699981,0.5051617188042358
G9,1.1973312361754413,371.8212174819909,0.516077568666401,187.65967799004272,5956.963461170587,0.3002514542550232,141.14041732670646,8002.5280539837195,0.40330316314782083
H1,1.2993575120029612,404.14214160675516,0.3836790281904623,138.48163643088984,6778.765718803866,0.31389560440057507,161.87555671846448,9134.2665159172,0.4229098163224684
H10,1.2735024295009316,397.20562698358015,0.4687530061310166,169.12821516246726,7487.057348294099,0.28737176810560255,179.24004832312676,10072.34422008263,0.3865613652744685
H11,1.4157060003565334,441.10534290632205,0.5038843822747646,181.93615841168813,7830.91331838102,0.3224157866113966,187.19197757303672,10536.400132738407,0.4337573239036877
H12,1.423649083937175,443.3696028803834,0.5010523207089086,181.0040979242159,7420.407655940224,0.31553089402156914,177.2335755181915,9985.191517166884,0.42454068383693494
H2,1.4928591723264661,464.5869968063031,0.4866856524608738,175.77204995371955,7707.065899719197,0.3439012325881342,184.0144572920744,10376.546225749988,0.4629580947589348
H3,1.3191380014581722,411.2492638739818,0.47174355242425536,170.21240243081334,7260.540808418698,0.28732159166268645,173.74531873411763,9768.554324418372,0.3865292408096851
H4,1.309499242306149,407.4235816661283,0.3757940362643105,135.51008099408975,7410.193315970178,0.33501004025751135,177.14404207497233,9986.8246507475,0.4514357102050364
H5,1.3166768358000047,409.4959925000286,0.39486808662358547,142.54482685130046,6835.95472868015,0.31886770561529654,163.2011004578792,9209.041025423718,0.42950169405566463
H6,1.3935477720608487,433.5058871609434,0.45551530665967166,164.66148009847936,7547.451331607346,0.34589385230959047,180.00946328880846,10163.793080400515,0.4657377780527582
H7,1.3153042950281035,409.72887646824233,0.4316578442555417,155.74228877676623,7401.355172517871,0.30787557612324057,177.01514624688096,9966.255884312754,0.41451925866586453
H8,1.4055024609128985,437.4627492533667,0.4533016911606084,163.65640770162727,7517.359659031752,0.331988458052502,179.5628022947984,10121.941315679733,0.4469572804317744
H9,1.405953701427027,437.56573688047536,0.45804759390514777,165.46194776014121,7028.849239118143,0.3120303083591214,167.804453939513,9465.544931985727,0.4201487649367884
