Parameters,Condition,kN_init,bN_init,kU_init,bU_init,dHm_init,Tm_init,kN_fit,bN_fit,kU_fit,bU_fit,dHm_fit,Tm_fit,S,BS_factor,T_onset,dCp_component,dG_std
D10,,-4.212121212121132,2336.8439393939134,-6.2363636363636665,2289.6809090909205,100000.0,331.15,-1.2932456219762056,1444.48347624709,-8.188482264140072,2991.9877241670856,181891.86876862086,330.36722724706857,5.924584652838583,0.9513351800394392,308.9308303961906,-1.6246132824678483,17737.99332138395
F8,,-5.3696969696969035,2719.7751515151303,-5.072727272727295,1863.2518181818266,100000.0,331.15,-2.5993403079909743,1875.6699636499127,-7.3730225945676064,2690.741423630406,179636.4054607467,330.7838995427485,6.8097435363198215,0.9465193434443857,309.0430808406579,-1.665483869973965,17722.25437250717
C12,,-8.278787878787771,3646.1206060605705,-5.969696969696996,2191.440909090919,100000.0,332.15,-5.142806347386442,2684.6877194498115,-8.401307607961527,3067.420668468975,179107.8550278815,330.86057806047353,6.461293099704185,0.9442492670010341,309.0500550515143,-1.6730566944273448,17707.523535979137
F10,,-3.739393939393828,2235.7003030302667,-6.345454545454574,2329.733636363647,100000.0,332.15,-1.5197595416821654,1563.8680924668581,-8.286153795507651,3028.170697970561,175997.90578674656,331.45214913223106,7.606123677660314,0.9413736008287286,309.20536583592565,-1.732018457298608,17683.121140760293
C11,,-4.91515151515143,2580.8524242423964,-6.884848484848517,2526.705454545466,100000.0,332.15,-1.689530939328216,1591.385123561064,-8.735068250687734,3192.055170224336,179596.4574978648,330.5628102686322,5.80235215606424,0.9521995960007034,308.8455779706579,-1.6437386571660717,17610.044811351083
C8,,-5.799999999999918,2897.269999999973,-6.412121212121241,2353.5436363636472,100000.0,332.15,-3.3261366246291852,2145.5572866704465,-8.573458288736875,3131.9771786137653,176207.53804827062,331.25008048185447,7.148142547781206,0.9429484235658909,309.05416925214706,-1.7117713469279643,17607.493656825518
G1,,-12.466666666666521,4854.136666666619,-5.654545454545482,2078.2663636363736,100000.0,332.15,-9.817824724163204,4042.5183075433706,-7.396632252575168,2706.9239026770465,177529.64190172713,330.95138061864316,4.768931421417712,0.9464463278364149,308.9481816061036,-1.6820451284092286,17595.386199098823
H10,,-6.109090909090809,3014.6254545454217,-6.030303030303059,2213.9590909091016,100000.0,331.15,-3.494225585574399,2221.595310805634,-8.314979552623852,3036.760744674625,177636.1053855934,330.8905563644573,7.758699404468065,0.9403159008858281,308.90748240618643,-1.6760217274882194,17576.521326688497
H5,,-0.8848484848484244,1341.8175757575561,-6.175757575757602,2267.7627272727373,100000.0,334.15,1.7775309890077151,528.9646267717484,-7.199534364149426,2630.1447883414885,169993.8223025821,332.52392929890345,5.575345653750113,0.9621543865471003,309.40221421319364,-1.8412593259016603,17572.737220444556
A11,,-5.642424242424131,2806.8887878787514,-6.1515151515151745,2258.9954545454634,100000.0,332.15,-3.232355830127249,2073.7408990921786,-8.259846058924799,3017.355075349785,174192.95850998242,331.4320146855498,6.982333580606097,0.9420278234102589,308.9729732248208,-1.7299960296020593,17492.252849348446
B12,,-5.3575757575756535,2702.361212121178,-5.521212121212145,2028.2463636363732,100000.0,332.15,-2.9126788965286075,1960.0202861641596,-7.615450425249337,2780.8205403616207,176094.44395319288,331.0268855875097,6.745957189039025,0.9450015661362939,308.84659195540087,-1.6895363641536818,17489.325304106693
B11,,-3.4060606060605196,2101.5169696969415,-5.854545454545479,2150.296363636373,100000.0,332.15,-0.4323187719618427,1193.3529117685935,-8.313376135908715,3034.4703863348655,177719.4202665068,330.6894840777621,7.222402527084316,0.9433585419696915,308.74184285772526,-1.656181341574051,17487.396861737667
D1,,-6.309090909090795,3017.655454545417,-5.872727272727298,2155.9718181818275,100000.0,332.15,-3.3259149432825112,2105.258843881311,-8.05772871639599,2941.840059348246,176020.45066077594,330.9984700028723,6.59442888690707,0.945772613775485,308.8131591018391,-1.6867152873196396,17468.366223482524
D8,,-4.618181818181762,2512.9109090908905,-6.38787878787882,2344.5763636363754,100000.0,332.15,-2.0068270828720336,1719.198784320904,-8.670064765321552,3166.2733647442997,176540.84411441136,330.7956372531312,7.246927451711561,0.942567916604499,308.6975530223212,-1.6666420561835942,17422.504133301125
H8,,-6.993939393939308,3270.4430303030017,-5.94545454545457,2183.073636363646,100000.0,332.15,-4.123802472046206,2394.875291747874,-8.114103626074163,2962.497822946771,173108.97147926586,331.35580785053776,6.6958461468050885,0.9467588488264764,308.7757495443538,-1.7223513111117832,17347.58561026199
D5,,-1.6242424242423685,1610.2678787878606,-6.654545454545483,2441.816363636374,100000.0,333.15,1.2024602367895525,749.0510067787441,-8.21819470430348,3000.2499318022556,171276.10604009434,331.75092597888863,6.087899323173003,0.9582119993725641,308.89331995928706,-1.7621586639873996,17347.4595256193
C10,,-8.69696969696956,3766.4015151514704,-5.933333333333361,2178.2900000000104,100000.0,332.15,-5.627713992647496,2827.3355423262824,-8.046657838110288,2938.9879382321183,175457.42908342995,330.848323330694,6.254611684674814,0.945505541136664,308.61611326455466,-1.6718453333451464,17340.767180517993
D9,,-2.163636363636285,1729.8881818181562,-6.2606060606060865,2298.2481818181914,100000.0,332.15,0.4545454545456867,934.0745501343177,-8.50774717838581,3105.435371674541,175109.90241085083,330.8896840066239,7.028577150089727,0.9468986525412353,308.6109400472598,-1.6759354115223744,17326.14568681217
D4,,0.37575757575763025,981.767878787861,-6.963636363636394,2554.899090909102,100000.0,335.15,2.88125566219823,219.7703086638969,-7.535905583333471,2751.7455571235255,166148.47476125628,332.83204730507083,5.412575005187115,0.9652739496447216,309.1709783507744,-1.8732382626507658,17313.14429602846
B1,,-6.24848484848473,2969.385757575719,-6.115151515151543,2245.444545454556,100000.0,331.15,-3.2781633309791895,2061.4933244598624,-8.708511063171857,3180.095150461018,178195.98690974578,330.2202058144738,6.822971787435259,0.9393161850343258,308.3874159039127,-1.6103053671397767,17305.97302915964
A9,,-5.490909090908955,2726.9145454545014,-5.666666666666692,2081.45000000001,100000.0,331.15,-2.481337583009856,1808.4707332158293,-7.896530529125729,2884.058483121365,178358.39657785778,330.1291792245666,6.565381027872816,0.9446835020209425,308.32658421668896,-1.6014764094788063,17277.34320173416
H7,,-5.630303030302937,2831.2748484848175,-5.757575757575782,2114.027272727282,100000.0,332.15,-2.587821442046912,1902.4879262602258,-7.631435652685752,2786.501350882022,172943.24658001712,331.2328284966229,6.34952102334044,0.9515671714925095,308.64880927099296,-1.7100478510453208,17273.202635813646
D6,,-6.460606060605911,3049.8296969696485,-6.096969696969724,2238.1690909091008,100000.0,332.15,-3.7307285166564053,2216.4422397434005,-8.006947139660817,2924.4044790209177,172541.8952730162,331.2990289634115,5.982956856269971,0.949350260905094,308.6573278000096,-1.7166657663943994,17264.150461602483
A2,,-5.2424242424241845,2655.0287878787685,-5.321212121212144,1955.0163636363723,100000.0,332.15,-2.3461456384107686,1772.5205166689148,-7.6697971420095605,2800.0959441969976,176283.50947021847,330.43725661465055,7.031251641346167,0.9423319187945379,308.3553925945753,-1.631449204688458,17224.785623473716
H12,,-9.169696969696833,3940.145151515106,-6.078787878787905,2231.8936363636462,100000.0,331.15,-6.071256946311909,2996.5601421594033,-8.205672968615847,2997.7027646768533,178948.7529564612,329.82987211083025,6.947355215990818,0.9406928364591475,308.132567966682,-1.5726055353794983,17187.871952811834
F9,,-5.684848484848394,2863.3375757575454,-5.3454545454545705,1963.5836363636454,100000.0,331.15,-2.96069875777064,2037.9620725637058,-7.728725959403251,2820.7730603151767,174281.27467831498,330.73341521478943,7.834749771625698,0.9408054013152867,308.3763268996241,-1.6605067481739297,17169.958872520885
C9,,-8.23636363636349,3641.87181818177,-5.72121212121215,2101.0763636363745,100000.0,331.15,-4.922156801817686,2628.820811378679,-8.202529403474523,2994.66206664762,176336.05954757618,330.2919335646872,7.176189524200551,0.9400017057362933,308.2349755838082,-1.6172784291795779,17159.916228856066
F3,,-7.630303030302901,3514.1748484848063,-4.763636363636383,1750.5690909090988,100000.0,333.15,-4.1138011997946045,2440.130517987981,-5.756633895853718,2104.094430079186,169026.91532679976,331.69750986911356,6.608995713991939,0.9549877495183879,308.56415189983477,-1.7567523536279914,17095.190471309754
H9,,-7.012121212121092,3266.6639393939,-5.333333333333356,1959.0000000000084,100000.0,332.15,-3.7349525086904944,2267.5336244984337,-7.381331293236361,2694.953330482418,173412.97695719454,330.67927611685934,6.8938965161808,0.9468584425365475,308.22494938557054,-1.6551770314228058,17058.821090722562
G2,,-9.927272727272605,4169.616363636323,-5.175757575757595,1902.6127272727347,100000.0,332.15,-6.838663957578295,3228.2074191774086,-7.085181394042605,2588.9439799464476,171769.04478414,330.97779743220764,6.388342531510957,0.9468269727381746,308.2837743727548,-1.684664311563683,17036.790537143257
F1,,-8.44848484848475,3686.115757575725,-5.266666666666684,1934.5900000000072,100000.0,332.15,-5.423574495328962,2763.215117136497,-7.248621566234516,2646.9458530853326,170884.37632483628,331.1497806816934,6.4407228401855035,0.9463744704371391,308.3234779069589,-1.7017625851558051,17028.991923349655
A1,,-6.696969696969592,3116.7015151514806,-5.309090909090932,1951.2327272727364,100000.0,331.15,-3.593252916842815,2169.8551464649386,-7.537805974270153,2753.0836580031437,173837.42029046285,330.5062809732392,6.826135366380372,0.9431527301166163,308.12570580244176,-1.6382001271432713,17018.53410476252
A6,,-6.01212121212111,2958.7139393939055,-6.533333333333358,2398.1800000000094,100000.0,332.15,-3.6592084758369783,2246.9149587081893,-8.595630293805744,3138.554838219078,169223.8209697857,331.46850359131884,7.151398373470276,0.9423761086731766,308.3909751773681,-1.7336620095592217,17010.015810341294
E12,,-8.751515151515063,3770.8642424242134,-6.012121212121241,2207.6836363636476,100000.0,331.15,-5.361008229226986,2733.4824025256803,-7.620425220029397,2785.2463554912856,171285.99159800005,330.73344759189894,5.904587353953213,0.9490618512453619,308.0122545860027,-1.660509937925017,16874.88269207818
A8,,-6.836363636363534,3198.661818181785,-6.303030303030328,2314.6909090909185,100000.0,331.15,-3.8393403197489278,2286.212974717003,-8.682102781958008,3170.3640746973165,172529.8794963809,330.3941225575174,7.252761120931163,0.9392115633792658,307.8702731837203,-1.6272370860644187,16837.692318048285
C6,,-7.624242424242287,3468.367878787834,-6.424242424242451,2358.727272727283,100000.0,333.15,-4.903735665420618,2640.9145264128683,-7.9968346355068896,2921.940169471747,166271.36862255962,331.73221491528614,5.91555238888337,0.9523614797508902,308.23788533848955,-1.7602640144600237,16832.13322157294
C1,,-7.351515151515063,3328.254242424213,-5.357575757575783,1969.1672727272826,100000.0,331.15,-4.187356364973651,2365.3087782129,-7.47553233137914,2730.973162504604,173721.7648581533,330.0934098602092,6.896916952667287,0.9425049964694272,307.75296915203165,-1.5980132284295898,16811.197590563635
B9,,-5.381818181818096,2731.789090909063,-6.309090909090937,2315.982727272738,100000.0,332.15,-2.448763474289646,1839.8521210290903,-8.330204997306138,3042.515923244464,172449.54868262028,330.34323343190107,6.720733305282683,0.9455245440945894,307.816311865726,-1.6222742054075034,16805.87950384051
G12,,-9.09696969696957,3913.461515151473,-5.472727272727296,2010.3118181818272,100000.0,332.15,-5.7660725155696095,2896.5513377214365,-7.291529486830694,2663.541324917489,169127.1379645128,330.99841142865114,6.684195165900521,0.9456520782197944,307.9717806542062,-1.6867094743864435,16784.24312560817
G11,,-7.448484848484756,3428.965757575727,-5.7272727272727515,2102.9681818181907,100000.0,333.15,-4.4965839341135885,2531.7047270074936,-7.677746226405244,2802.6979166947017,167672.9035407003,331.3052104988642,7.010810989472219,0.9462733617708897,308.0513351565034,-1.7172843287011261,16779.78563475304
A7,,-8.406060606060514,3646.066969696939,-5.678787878787905,2086.0336363636466,100000.0,331.15,-5.2654968834354285,2687.9230147895723,-7.495554520988522,2738.632285708805,170007.41823162138,330.76112986109075,6.082263524848149,0.9468726113589704,307.8771814505391,-1.6632382049354923,16761.74584247108
F11,,-6.545454545454416,3120.1272727272303,-6.272727272727301,2303.0318181818284,100000.0,332.15,-3.352021200459276,2147.075487795329,-8.570590860159658,3129.439981888923,171882.28523652419,330.3480953189022,7.113695638909369,0.9424442800951551,307.75127112644384,-1.6227480475037552,16752.88061925654
H4,,-1.109090909090844,1436.2754545454336,-6.763636363636396,2481.469090909103,100000.0,336.15,1.3365495029063748,696.0842232384424,-6.498369140373386,2371.8451529686777,158239.3378044308,333.44158991676875,5.526516765134126,0.9646010975594909,308.5984801942482,-1.9372537208596015,16748.11417462646
H1,,-6.945454545454416,3215.3872727272305,-5.206060606060623,1914.871818181825,100000.0,332.15,-3.729893208651005,2233.8706020085074,-7.629322751326746,2786.0701267531317,168355.95883469644,331.0859716392228,7.295563260325352,0.9407544649591848,307.9494244343608,-1.6954094139661322,16747.816459937356
A10,,-7.763636363636257,3462.728181818147,-6.200000000000025,2275.730000000009,100000.0,331.15,-4.378593912396642,2427.996612042714,-7.932509831853185,2897.9511118101473,171158.94867888573,330.476959151,6.288457902268085,0.9464457211910827,307.7741022295483,-1.6353307193547444,16742.614542583935
E2,,-10.30303030303016,4240.448484848438,-4.775757575757596,1755.9527272727346,100000.0,332.15,-7.163493041764219,3283.116854910148,-6.464572629209504,2362.374021258887,167445.02010794144,331.16751544910005,6.130477876130612,0.9466360521388103,307.9028871369609,-1.7035303200406275,16694.326225781548
A12,,-6.878787878787778,3145.3106060605737,-5.836363636363659,2144.020909090918,100000.0,331.15,-3.7777883065355744,2199.471700495363,-7.9390833945254355,2900.352936614027,171448.0049301777,330.28894574349056,6.384067858792141,0.943130442179219,307.64664038274566,-1.616987685411857,16682.84149164349
F2,,-12.175757575757427,4967.802121212072,-3.2787878787878917,1206.473636363641,100000.0,333.15,-7.674922024312113,3590.812795169262,-3.916524331354623,1431.5561159283236,164454.5330501066,331.7682480346543,7.3958360164979124,0.9513612988838873,308.02796052819446,-1.7639135104545893,16664.262825791127
C2,,-4.678787878787774,2462.580606060572,-5.721212121212144,2101.8763636363724,100000.0,331.15,-1.0523924505899573,1352.427990337331,-7.971998759027781,2911.0886649344043,171252.48847284482,330.2786669819164,6.7792477902846695,0.9440300286427071,307.6136475912758,-1.615987649299111,16659.005627722734
C7,,-8.672727272727172,3741.3736363636026,-5.866666666666692,2154.68000000001,100000.0,332.15,-5.843102410752526,2879.8587330645664,-7.668718855078658,2801.717516266829,166129.45472152097,331.2767401014683,6.055637327695585,0.9467967955961988,307.8260043621553,-1.714436268228603,16612.477133386525
F12,,-8.715151515151362,3780.8224242423744,-5.909090909090935,2170.3227272727368,100000.0,331.15,-5.029418467415118,2654.6712161060236,-7.929842851950267,2897.263836259572,169986.0106337525,330.18676809094507,6.495008121386411,0.9455032290320112,307.3768120140199,-1.6070595030932715,16493.09702161804
G9,,-5.624242424242325,2867.467878787846,-6.248484848484878,2293.6645454545564,100000.0,335.15,-3.5551467220589124,2246.540406626803,-5.902449380574241,2154.3726987729533,153242.85197486333,334.08256892687245,5.655862801014828,0.961277154157141,308.39692307787845,-2.0056453629483073,16482.180913612992
E1,,-11.212121212121067,4464.293939393891,-4.696969696969715,1726.9590909090978,100000.0,331.15,-7.956661716300711,3469.6428219937793,-6.439613270378705,2353.2498703327547,165949.54855514172,330.99435865673723,5.979601616203769,0.9415919988064969,307.5585880516027,-1.6863072980703997,16467.067637612636
E11,,-10.369696969696834,4315.325151515107,-5.521212121212147,2027.2463636363736,100000.0,332.15,-7.080822661536473,3313.1105441640457,-6.90874818677262,2523.793626110723,162437.0647957828,331.4926161606847,6.160107473978103,0.9495263123895497,307.51725907033335,-1.7360865421898701,16338.45352117501
F4,,-2.4242424242423493,1795.9878787878547,-6.363636363636391,2335.4090909091015,100000.0,333.15,0.6757975648360154,854.5551692565726,-7.350341345162694,2682.6252264380705,157696.35687176828,331.6410406470779,6.2744228757500204,0.9548454864660645,306.9772585071858,-1.7510454416601142,15925.095059356094
G10,,-6.854545454545335,3240.8827272726885,-5.824242424242447,2138.4372727272817,100000.0,334.15,-4.002143248139569,2379.641822441774,-5.858868236143867,2138.783923171876,150894.84374006724,332.98328850219735,6.195805627926894,0.9567289852023733,307.09366365649043,-1.8890287986892034,15785.067320148923
E10,,-8.999999999999886,3942.3499999999626,-5.242424242424264,1925.022727272736,100000.0,333.15,-5.631698566719028,2924.0407835102105,-5.8647929348142815,2141.102001283413,153978.17095443257,331.8833170794184,6.70399487961529,0.9532441938389626,306.6337958233603,-1.7755914450528891,15650.664546274316
C5,,-7.987878787878667,3537.5860606060205,-6.0363636363636655,2216.85090909092,100000.0,336.15,-4.961657294179638,2620.0650194945615,-5.597741060197163,2045.0107735562701,144965.1865110426,333.40997926153574,5.730563443915623,0.956318091770329,306.48069201746756,-1.9339093764531228,15330.883260739034
A5,,-7.884848484848349,3494.0675757575304,-6.175757575757603,2267.962727272738,100000.0,333.15,-4.4806944838062055,2460.7909494567016,-6.8819859671654156,2513.859798520679,149229.4696193455,331.7979239191222,5.858868352557936,0.9527303926456863,305.8206960147728,-1.766921775824489,15133.493847498146
B8,,-6.139393939393842,2928.260303030271,-6.109090909090941,2242.7527272727393,100000.0,331.15,-2.74107155307977,1899.33048264819,-6.527581704738496,2383.9178939376125,148331.00181787042,331.51708399927213,6.120713289473298,0.952349782311591,305.4373592548764,-1.738548409895131,14929.46588949829
D3,,-0.06666666666659767,1010.0766666666445,-6.696969696969724,2457.0590909091015,100000.0,338.15,2.9885821700971436,88.04570416771374,-4.701684724316267,1711.690712871365,139794.14731144469,333.68335216130185,6.229328996599243,0.96034249096417,305.7973573828826,-1.962920263323781,14886.432404650708
H3,,-7.315151515151355,3357.0124242423726,-5.024242424242444,1846.1172727272804,100000.0,337.15,-3.864052756113964,2316.3503349729676,-2.634018542554381,960.6302511471753,137809.55541637438,334.12942381888456,7.320979243756696,0.9535042810809949,305.80346284801476,-2.010687817506536,14839.484484627299
B6,,-2.181818181818146,1726.109090909079,-6.933333333333363,2544.2400000000116,100000.0,337.15,0.21042133740976732,1012.2191847171457,-4.952108197384554,1791.4904741357475,132988.17456565952,335.36575922083045,7.510244126198828,0.9526697277608568,305.89539540312467,-2.1458537758413243,14757.78533667889
A4,,-4.424242424242347,2357.4878787878533,-4.933333333333353,1813.5400000000077,100000.0,333.15,-0.7844031761343829,1256.7867890735727,-4.322171071043157,1576.3206148286376,141349.48427077162,332.52946987658265,6.231282394723711,0.9563675538877106,305.10767328101923,-1.8418321123113515,14613.803517508039
D2,,5.496969696969686,-751.7215151515114,-7.272727272727309,2667.381818181831,100000.0,340.15,8.280094761347343,-1589.1734134705644,-4.964931424595049,1791.6350312098464,133948.7710308261,334.5038291555915,8.095748168422668,0.9537255162626631,305.3701210387321,-2.051191236204758,14557.53361612812
H2,,-5.533333333333228,2918.1633333332993,-3.957575757575771,1454.557272727278,100000.0,337.15,-1.5170030318128946,1716.644445244052,-0.6528709237985862,230.06346407741148,134364.8022011776,333.90654748768355,9.749009547480478,0.9511752708093382,304.9543754807059,-1.9867546075363194,14388.521179737674
E9,,-9.915151515151383,4137.20242424238,-5.666666666666694,2081.25000000001,100000.0,331.15,-6.666782566517705,3161.1798841243003,-4.500980463878951,1641.1868432728795,132922.09635608544,333.69630356572486,6.005127518502645,0.954807487133522,304.4926068553599,-1.9642996601314593,14159.249404856922
C4,,-7.721212121211996,3456.079393939353,-6.066666666666692,2227.9100000000094,100000.0,337.15,-4.5878406895228006,2516.890609076604,-3.6646343395705783,1332.6024335711363,128847.67228530438,334.61802030053093,6.727676989496585,0.9538866829212688,304.4152982744476,-2.0636188825470683,14042.338557727653
B5,,1.8363636363636684,425.6881818181717,-7.0363636363636655,2582.0009090909202,100000.0,335.15,5.022179307052077,-526.8385959043161,-4.394519580448711,1579.542243862983,125099.47111859944,334.80588389864425,8.117996044013381,0.9534512060526196,303.7489059460676,-2.08413998542963,13696.389190380516
A3,,1.206060606060641,524.4130303030191,-5.387878787878809,1979.4263636363717,100000.0,334.15,5.077101638869035,-642.2871444828935,-3.1905471609566214,1155.896777946318,130515.14630149472,332.9690829169855,6.928385288741391,0.9564566300266292,303.398288913153,-1.8875430277263234,13648.167154688163
E8,,-5.52121212121202,2793.749393939361,-6.066666666666692,2227.71000000001,100000.0,333.15,-2.6333349232091967,1940.452427208732,-3.6622188771295834,1319.0015813273099,123021.4768010013,334.9423362628858,8.896048739067604,0.9447489076739839,303.38567531740756,-2.0991040896450457,13513.512781097754
G8,,-7.127272727272623,3320.5963636363285,-5.745454545454568,2110.0436363636445,100000.0,338.15,-3.801416098665392,2331.298477327494,-2.957071099677191,1063.5192477503497,123024.90188373339,334.8818023619104,8.52151016179851,0.9480935598668486,303.3368051926458,-2.092459505534208,13494.093586796525
C3,,-3.739393939393835,2171.900303030269,-6.24242424242427,2292.372727272738,100000.0,339.15,-0.341874182884856,1154.436304653568,-3.3983732043393835,1223.298595995118,123028.34194173188,334.8204336545646,7.7241595732474595,0.9514466434633495,303.28725132454844,-2.0857332322803117,13474.394622700675
E7,,-3.3515151515150845,2129.4542424242204,-6.363636363636389,2335.2090909091003,100000.0,331.15,-0.3194005415003,1230.8334107305186,-9.059230705623275,3289.303700923879,132928.94378274656,331.3167514266194,15.105658507076301,0.8917392305146459,302.5114441327892,-1.718439462419063,13306.967477078799
E6,,1.6606060606061042,520.690303030289,-7.496969696969728,2749.7790909091027,100000.0,331.15,4.303169304100627,-253.577371601843,-5.66252166773255,2027.7374962960416,118804.75231629175,335.2416662111096,14.836733031190036,0.9159867874687726,302.6184724656106,-2.1321035087369538,13144.745004442442
G7,,-6.206060606060503,3028.536969696936,-5.8545454545454785,2149.2963636363725,100000.0,332.15,-3.0550932877083774,2098.38878329114,-3.240780188960321,1157.803189211725,118753.49105339465,335.11918947270686,10.015922875162248,0.9400730276095568,302.50596650930373,-2.1185723916409174,13100.474246807948
B3,,-8.442424242424115,3691.3087878787464,-4.769696969696988,1752.2609090909164,100000.0,330.15,-5.150385260097517,2718.3725074602316,-3.1231242004155666,1120.6718332104447,118730.71327552931,334.64981665110895,9.028622665077249,0.9410714406383677,302.11781991524936,-2.0670855229296947,12949.803196606203
G3,,-8.248484848484724,3688.0857575757173,-4.672727272727286,1716.7918181818236,100000.0,331.15,-4.352672305265748,2530.270929852769,-4.340322218324602,1564.8500177353728,121506.11509690512,333.53354874279916,9.884981160442694,0.9383025284770001,301.87602937656845,-1.946998015746324,12890.210182109391
G4,,-9.945454545454433,4140.437272727236,-6.000000000000022,2202.5000000000086,100000.0,331.15,-7.069248366566673,3290.1962190666854,-5.284045200883541,1911.0637966262848,116202.44819265405,334.9095637593029,7.985996673031476,0.9386676090620151,301.69095603468315,-2.095505563028418,12754.342561548632
B2,,-5.139393939393876,2584.3103030302823,-4.175757575757593,1535.4627272727341,100000.0,331.15,-1.5926342728486003,1534.3669400787878,-1.2284277322200186,419.42830555831785,114147.58831907787,335.4099125749525,8.885512633484256,0.946299212599739,301.5577434921667,-2.1507560864207207,12680.391968022366
E4,,-20.648484848484618,7450.545757575682,-2.1272727272727314,785.2281818181838,100000.0,327.15,-17.662595166985223,6569.679488567654,-1.9844695986741405,723.9610317454774,113645.61466103747,335.4745336671973,6.514350967743898,0.9333122911904987,301.47555699413334,-2.157940227129977,12644.088134431138
B4,,-4.472727272727167,2443.1436363636017,-6.424242424242452,2357.127272727283,100000.0,329.15,-1.1142299700287464,1448.833100815654,-7.939273001710707,2880.954931669517,124892.36256074609,331.40874753189104,11.761169541856892,0.9149546119956331,300.90428853787165,-1.7276603040075607,12533.656959883188
G6,,-6.206060606060503,3005.936969696935,-6.193939393939419,2273.2381818181916,100000.0,331.15,-3.14732430350089,2109.247952642247,-3.6762606659145423,1310.766705669734,112920.27741271227,335.3168104601845,9.958657209648027,0.9387688656729892,301.1522127004306,-2.140425075719513,12516.18295530719
E5,,-11.509090909090764,4613.035454545407,-4.527272727272745,1663.9881818181884,100000.0,331.15,-8.362191608729752,3687.0978091836314,-2.891059328889551,1035.5503103411506,111256.47381159994,335.4750438912773,8.39636823130337,0.9382710123297444,300.82128477135143,-2.157996994453967,12378.425292203048
G5,,-5.672727272727178,2783.7236363636052,-5.9818181818182055,2195.8245454545545,100000.0,330.15,-2.422349036631124,1824.588508971486,-5.981605015968103,2163.4114905460424,118105.5378497993,332.95679136334644,10.642102003471143,0.9245468840510626,300.58331424041745,-1.8862578844384714,12346.571451392021
E3,,-24.03636363636337,8458.44181818173,-1.5515151515151524,575.7054545454549,100000.0,338.15,-21.372742786268592,7680.207326870149,-1.8756292206949634,697.3216588626636,103066.2362927975,336.6892121936885,5.63545486197941,0.9191890875654336,299.3321272586679,-2.295033718331098,11797.501691880534
