Parameters,kN_fit,bN_fit,kU_fit,bU_fit,dHm_fit,Tm_fit,T_onset,dG_std,dCp_component
B10,1.069918616997979,333.7711951862705,0.4144491505083535,149.65386269824353,6345.341187565032,0.24167319665434325,151.82331795860122,8534.894773622977,0.3250335254493694
B11,1.3400754034045437,417.2047832232633,0.44779639645534497,161.77511846668253,6930.969543518602,0.3006358539765474,165.49860099061917,9333.229931670816,0.404786336861243
B12,1.2609357771129215,392.3991604349489,0.42601823742290557,153.94913625456908,6750.718154549972,0.3021217447654806,161.09368987137628,9086.396671572618,0.40660113013406063
B2,2.9372119754427892,900.3464914988002,1.9163950022643024,711.0568212164947,9883.558965658376,0.7658773932248862,228.1633935822031,13225.939987334716,1.0247213687761223
B3,2.926731740505156,898.1498296513967,1.6328228028222014,603.5251318065981,10122.157274158422,0.8091235544340891,234.5145380461495,13559.146485732032,1.0836694804768698
B4,4.10866171649998,1263.528606171552,1.635260613146301,602.3405147665517,13880.220672928597,1.1137177619143817,323.2018512618685,18674.442581665422,1.4980890462217813
B5,2.0380466930701777,628.845170389722,1.4577224893722491,538.8217338023924,7540.862691910998,0.4730009376901699,175.46648374969038,10098.716917982878,0.6333655230175392
B6,1.6189636036720172,500.76993349361413,1.1798937634098077,434.4045774120596,7167.9395330290745,0.4115786116896578,167.58467167009934,9592.14658526927,0.5507120488427414
B7,0.7936245651639129,247.45295695122053,0.5502943219761532,200.4719953577511,4566.081156595362,0.18894358299585712,108.34351901458878,6111.706617101948,0.25287862103331565
B8,1.5140128802643793,468.60100343147377,0.5579551848565619,203.3364306513102,6485.548939660102,0.39988267464538163,153.00221009808325,8724.079730605354,0.5378133607827223
B9,1.3912009874763487,432.4216656160786,0.4245176260075929,153.45513138469025,6779.17343522487,0.328990215504749,161.5835897023166,9133.31620225715,0.44317185976632134
C1,1.4882261537273906,462.3328797881704,0.41428247375724747,149.5895421133384,7138.072603921322,0.3615820591129222,170.22416049476055,9620.265044926575,0.48724077384088754
C10,1.2257870978418932,381.1932997142511,0.3860375924213229,139.4348340483311,6698.891514549069,0.3156699219602318,159.8265815345754,9018.935769377304,0.42493723254691146
C11,1.0782211949695957,335.702466166238,0.3486574461589284,125.87265660360109,5834.163021630001,0.25162515699812854,139.40116622038315,7857.6329056160985,0.3388548884359286
C12,1.2097131653161697,376.4907156364476,0.387356398226382,139.81603006695994,6802.319262019816,0.30275321847744824,162.4985631518846,9157.941540683509,0.40754272222431054
C2,1.413528582706779,439.3395834091588,0.4358837862766764,157.63597727044754,6987.20720179024,0.33990365238270315,166.47138747312889,9414.406665355864,0.4579131745354473
C3,2.1427562307953365,659.6777650118629,1.370633445893532,506.4038869971662,8079.55973652295,0.5456430199766326,187.74236108024292,10820.09056275011,0.7306218807864041
C4,1.7714856954333207,546.0155666819371,1.0088521569528424,371.1939812906713,7167.794878837717,0.4847840396151299,167.19239602433322,9601.763336739354,0.649304739866674
C5,1.2727343339023272,394.0408433970165,0.6109383983793923,223.1835197897996,6018.650552459709,0.35052787499406185,141.69536322369788,8075.283776812926,0.4702397759550572
C6,1.1543182635829867,358.74460280183973,0.4313913037955719,156.3620449282428,5986.385960284423,0.2920325282908773,142.31824688477607,8049.9981276400085,0.3926488165791635
C7,1.2571525739832228,390.41291995669224,0.4240404821144379,153.58434448522794,6691.98721251768,0.3452674997881827,159.0983871407873,9004.509135279863,0.4645105649199171
C8,1.296329126370833,403.5582029130729,0.4596309499150991,166.1497653297996,6990.67650933062,0.3054634834765482,166.81951033759566,9406.482346163804,0.4109744645593578
C9,1.4741194757740266,458.2597202381974,0.4251879084830051,153.46472903777854,7392.984860611556,0.35650554983594124,176.45931195049835,9961.02207226853,0.480270343587466
D1,1.2365489718967566,384.797646912101,0.4161683062373567,150.38926896666538,6658.458215523862,0.2986120206855952,158.8888011814986,8962.564435112987,0.40189313012418376
D10,1.1042872654496316,343.8501510478507,0.34290651679530826,123.69659035066786,5923.2368906670645,0.2531823451066125,141.6427390835174,7979.7284685105515,0.3410424605920918
D11,1.23522288662209,384.8918977422249,0.4478846020423755,161.8574960717403,6456.705169478359,0.2651284085083141,154.23472569897834,8690.800552061364,0.3568265113569543
D12,1.2705015190181659,395.48936421121505,0.40855333806025107,147.45224083127616,6795.351309353287,0.2978474091664107,162.37614845317495,9149.057938562606,0.40096181120882896
D2,1.7216546484525566,533.1621976808744,1.2385773426592581,456.1177916271854,6841.812851299587,0.38420459634945214,160.08167047861056,9166.122798254703,0.5146694972151998
D3,1.362467494438367,421.90819996315474,0.7810204257434775,286.40387493183016,5676.79795433642,0.314807546634482,133.28135530318312,7613.6722021338055,0.42216657650765066
D4,0.8921047574335194,277.8913619087312,0.44865924131050067,163.01558463829844,4333.2353256199,0.18363670847397065,102.98968297585473,5818.184050080091,0.2465422860224881
D5,1.0667750504770903,332.1894116420751,0.43763824855290023,158.57710683140715,5159.128852241711,0.22176362000821456,122.88362021722097,6937.232847910851,0.2981620884255381
D6,1.1277550174679896,350.8282137856821,0.3990679522696585,144.37702548945978,6262.98028226702,0.28722386301526537,149.25790758440763,8426.811702374329,0.38640909473684354
D7,1.2757491801799699,397.3059541678803,0.4383488421584456,158.29675251462655,6770.240382261906,0.2877126631919416,161.75532738384885,9112.004584399665,0.38718374542721684
D8,1.3591849218265153,423.0349103531486,0.4544436656093811,164.21228140950504,7048.591636604716,0.31184494084399383,168.23532343397733,9490.283539727572,0.4198182214105279
D9,1.29742498998918,403.9072502671336,0.45668543339269924,165.15480332675477,6521.612295739754,0.2842805265717791,155.57659111442678,8779.58533642713,0.3826611435642449
E1,1.3312110050338462,412.9846403884817,0.39748857433868123,143.80169494085152,7281.620810261729,0.41170524870396497,173.11416049564147,9801.937305704081,0.5541050601867119
E10,1.5381909258509352,476.56397071377455,0.560076584030867,203.62675148859128,6130.936239066342,0.363457195178806,145.00406312023213,8242.991758837266,0.4885825874094972
E11,1.3317766612878605,413.2025463823195,0.4483587135102082,162.5161054694317,6392.20343157271,0.3524316197737224,151.74179545272204,8598.739432328806,0.4740107583967583
E12,1.2259061435635057,380.88344056289975,0.3772201867719241,136.36713961184117,6330.639687825274,0.3180568300080186,150.8173806254788,8524.573940459906,0.4282170074967091
E2,1.3035685926967213,404.68270384312996,0.409544174886866,148.17170761587735,6644.7456290769815,0.3559729197033028,158.0590391420777,8942.391359235704,0.47898394773510106
E3,2.6459257596441073,803.1628520193173,1.3030348360591668,482.4099494274433,8351.524708760802,2.0494092068559007,190.955701416921,11169.19809912739,2.7374551922992736
E4,2.5417700586108425,776.0481743962681,1.1222525493717166,413.1930300950764,9031.01102531927,1.3227136973458853,208.40260275924317,12088.760219632095,1.7696014617228235
E5,3.1351318357433944,958.2938570199324,1.8097240052479087,671.114520932219,11364.731144858635,1.0571567118413403,261.75684977625383,15207.564560335622,1.4143233042129424
E6,4.041419253480191,1244.4970005064986,3.1498656060850774,1168.8403048835885,14554.542800720501,0.9858655322291388,337.17222392752706,19480.341709730317,1.3193512505646192
E7,4.542015267192938,1401.1130299563551,1.820579696376838,668.2119477538394,16388.148267193657,1.1465963711291962,383.50095120304314,22050.724291924045,1.5425064485062143
E8,2.4955790450705493,767.9979982630347,1.5602094620139788,576.1625190724832,9167.494820295502,0.6334549229494846,213.01504006715058,12275.14590856239,0.8480664509786017
E9,1.6205566908807447,499.6617800064239,0.768821804186447,281.99687214498186,6710.115249706139,0.477709281517747,156.93630088104797,8999.921372108076,0.6406117619711045
F1,1.2887725477648244,400.5347941889818,0.4234800342695563,153.16411347079966,6652.348296950121,0.3272494896393036,158.4455002355095,8952.658728367309,0.44034532378919555
F10,1.3346010310136684,415.65583495048935,0.5022399158950732,181.64939856964403,7173.458495703859,0.3046383597610234,171.16223827891343,9649.726705825355,0.4097525197657981
F11,1.4906400642761943,463.22637766621756,0.4498923313270944,162.6313469527782,7173.551538255436,0.35389999173483083,170.94826668987187,9664.619614212012,0.4767238474426296
F12,1.4464278656304395,449.06495837150123,0.407482295939957,147.28012559370762,6824.801398337154,0.3617629920032474,162.52882846004695,9196.958308696583,0.48742266375084325
F2,1.5580044637789137,483.49763172359366,0.5216152439979982,188.89310885290973,6050.609975681141,0.3335432384511414,143.7414549108314,8136.236706893396,0.44843977823949227
F3,1.2774341353632468,397.07781710427895,0.45900937790572965,166.18265471487877,5596.04187824271,0.27165652933833806,133.17991437620526,7525.471214923449,0.36526958945979504
F4,1.3048422846557797,405.1261754290141,0.5239322147422639,190.5295123662436,5863.871720140087,0.2993598151838202,138.92061233284022,7886.20503360114,0.40255008021843
F5,0.9859853393829595,307.85889894131896,0.48114711541905325,174.28900644661715,5558.269276994845,0.20661227552070116,132.69950244858796,7467.6531024020005,0.2775634258678177
F6,1.3707606285054486,427.67381145436536,0.5207519066118965,187.91362014912409,6852.489242025628,0.25813943268153344,164.07107549780918,9216.860133225275,0.34717257020132714
F7,1.220664214057024,380.76170356019094,0.47941285280374074,173.1380206827463,6913.520784815052,0.26530587497988223,165.38069272271645,9296.639751457897,0.35672190475068194
F8,1.26521435590781,393.8436894204972,0.40758023408712307,147.11602565126654,6523.75088114563,0.28580470730981433,155.8739439637725,8783.790051694297,0.3847679298896026
F9,1.5454771779924212,480.6100989701551,0.4929043843991161,178.12641242586062,7311.613246063282,0.3434331832884375,174.37640340930997,9845.370179266936,0.4623825763264223
G1,0.9547475453410149,296.7607020732887,0.276342534551069,99.65418958274473,6459.200552274183,0.32124560106658046,154.21624044565795,8695.187969212548,0.43238255653833724
G10,1.3046445627440229,404.48029821235684,0.5937517694378475,216.42951914493946,5776.99246874117,0.3165676497896114,136.4089452205492,7755.422791390499,0.4249233866693527
G11,1.4115013160569767,438.5797075188232,0.4877092374011135,176.6172802278678,6732.905357693352,0.33439376119230346,160.1657219601901,9059.142400216537,0.4498641247157685
G12,1.3906073083790567,431.94018814907275,0.4420104371835251,159.89801270640126,6776.543632052216,0.3469980811088666,161.30248375647662,9121.749563680203,0.4670145418057741
G2,1.311006621825237,407.3161535886568,0.4054354306467256,146.5244950135642,6565.568484885611,0.33224735662978633,156.4346501066821,8838.017624317823,0.4471744494673689
G3,3.269012391134204,1003.9386367865085,1.5890210068316537,586.2692890966204,10309.88138808065,0.8373879803152631,239.3970830887144,13831.312785150401,1.1231869043589953
G4,2.677231018489856,820.7800269617597,1.5524248576678634,574.7098630561254,10871.93362136521,0.8840932733241359,251.40392216839268,14558.48432502221,1.1836710919183646
G5,3.807586048333512,1168.2515766468944,1.8367761877770261,679.3963876418702,13237.939312247556,1.0882618387379581,306.6970789337217,17773.05246410807,1.4608071360411543
G6,3.3798263039055794,1035.5478685832538,2.213900295924691,822.2198878108575,11482.787264973338,0.8968608861729515,264.835782189025,15367.860357908265,1.200120493490487
G7,3.047890741120178,936.199519135272,1.9245257279400674,712.1909596456658,10416.760228694873,0.7645130820753249,241.31479814337848,13944.73934235558,1.0232877401301175
G8,2.447711190403546,752.9117562837752,1.4586223182730673,538.3079254992955,8562.186325276247,0.6133585447693438,198.95369662957071,11465.685754489066,0.8212271384527914
G9,1.0337901307345518,321.0899532486822,0.5734928873522618,209.16860726863882,5111.112462382139,0.2508394733822012,120.78838966764951,6851.293265156709,0.3362050390197748
H1,1.4796813920443554,459.79246905337266,0.4997156127537558,180.92014031369533,7422.2303004950945,0.3669471230446459,176.61723282867447,9989.592104166179,0.4938048728345962
H10,1.452687538833668,452.1047906031373,0.4771309990952326,172.32219705317974,7306.36499010794,0.32520528728859854,174.4508904053539,9836.116250601503,0.4377481694452655
H11,1.3389633642163132,417.40785332849845,0.5091853608062197,183.93663909269713,7178.516575016809,0.2864309274059982,171.5963226593188,9654.829915108538,0.38519758890122796
H12,1.4846500263196303,461.3980336897605,0.3854018864467182,138.91126211827375,7283.973428688195,0.359281676466437,174.02832108336304,9820.439723241612,0.4843147884386017
H2,2.474951678498824,763.898624992038,1.2604208933679182,462.37615957187023,7226.379803683464,0.47713898699891727,169.14392609946998,9689.438647266843,0.6396681781089838
H3,1.728248243489744,534.0899457647354,0.9045979290127163,331.42122343610254,6695.755664244515,0.41797269553211835,157.0198082984841,8975.212322245525,0.5601821290452018
H4,0.9611076254253329,298.9554065684197,0.5203277734107544,189.54351820663382,4563.635611109049,0.2082780481300569,108.10225163023462,6122.583542531527,0.27939717239448203
H5,0.9175175807494854,285.8693575602659,0.4290877870227572,155.66261736795153,4675.778210434248,0.1951230413254458,111.30132756067283,6280.714136128186,0.2620714077113594
H6,1.092431748122484,340.5511861032832,0.4655819809976383,168.52694633447084,6007.618627115016,0.2416211228180227,143.34697984290852,8074.746313899831,0.3247261075868382
H7,1.1971907023314008,372.4472140084505,0.4206739037654031,152.17472775622895,5984.770925584439,0.2734846038353676,142.65022846631754,8053.200535171913,0.36795824946763483
H8,1.2540448903789656,390.13903383137824,0.44367809344491,160.48655990649888,6570.450242232447,0.3003534083215098,156.6159570848824,8839.83282876272,0.4040416025237448
H9,1.3939212831679761,433.3084421561279,0.43267130155025735,156.35291625375163,6577.322915248428,0.31808987176376846,156.81702661894604,8857.330851983423,0.4282929482193398
