Parameters,Condition,kN_init,bN_init,kU_init,bU_init,dHm_init,Tm_init,kN_fit,bN_fit,kU_fit,bU_fit,dHm_fit,Tm_fit,S,BS_factor,T_onset,dCp_component,dG_std
B5,,-6.860606060605975,3242.089696969669,-5.812121212121234,2134.253636363645,100000.0,332.15,-4.148770964812409,2419.315212518488,-7.677865337084814,2803.7176258631694,171522.09429561728,331.24742538673,6.6060863051498515,0.9494819440019618,308.48720516534365,-1.711506046797009,17138.064428718386
F7,,-7.878787878787748,3507.8606060605634,-4.951515151515171,1819.615454545462,100000.0,332.15,-5.0510328775352695,2647.709216879337,-6.948415764013667,2537.1441624570034,172299.74944428966,331.0260549157802,6.747717613251848,0.9451886510323507,308.3907796348807,-1.6894538645445785,17112.054898961993
D12,,-7.60606060606053,3471.5469696969435,-6.163636363636389,2262.9790909091007,100000.0,332.15,-4.800310901443346,2619.0865390309636,-8.360060722215156,3052.706151640155,173462.1526981019,330.74362370170144,6.996752855072125,0.9435552234015075,308.2867897750607,-1.6615126167213141,17094.08655638408
F2,,-3.8666666666665934,2276.6466666666424,-5.2000000000000215,1909.180000000008,100000.0,336.15,-1.3825352106221096,1524.322312976274,-4.943440515183176,1806.475160371958,162061.50656043072,333.24910685192225,6.859366349979863,0.9544991870285606,308.9762402164753,-1.916930932605247,17068.955380203286
F1,,-10.36969696969686,4327.925151515115,-5.193939393939415,1907.8881818181897,100000.0,332.15,-7.3388909508352205,3404.60236751316,-7.109766988811371,2596.5789122889214,171231.05953127303,331.10579649672735,6.751327550843308,0.9446732811251699,308.3283731113702,-1.6973820976709817,17043.059987285425
C1,,-11.987878787878612,4694.186060606004,-5.206060606060628,1913.6718181818264,100000.0,331.15,-8.761028623483954,3704.584346617751,-7.258696838166674,2654.239236131392,174202.87606384518,330.45793817664014,5.212277797693405,0.9435378871550687,308.12745461947605,-1.6334705985975297,17031.322597719536
A12,,-12.278787878787726,4848.520606060555,-4.872727272727296,1790.621818181827,100000.0,332.15,-9.207836267046822,3909.188997831396,-6.548572178895386,2393.0940452216637,168361.11228315666,331.6220048004885,5.654442648475169,0.9465068634292026,308.4137666193993,-1.749123582352663,16993.395724592487
F11,,-8.01212121212107,3603.613939393893,-6.115151515151541,2245.4445454545553,100000.0,332.15,-5.136547248572973,2728.6259880586654,-7.97482549686589,2913.0220331116802,170296.8844937794,331.1438343900681,6.769609993440547,0.9462361194779426,308.2450246238049,-1.7011700726030803,16967.69385569704
D11,,-6.733333333333236,3177.1433333333016,-5.987878787878816,2198.516363636374,100000.0,332.15,-3.705883161083404,2255.384375937487,-8.043682406834783,2937.1818346810123,172337.61039808358,330.6966609845514,6.746108986604947,0.9462245953675871,308.10949765290076,-1.656887611579382,16961.204760323108
F10,,-9.781818181818053,4151.849090909049,-5.551515151515176,2038.705454545464,100000.0,332.15,-7.118755879421202,3344.1613552981776,-7.560789905899594,2760.816070677412,170025.3812512753,331.1547166095706,6.938982681846387,0.9429459240741035,308.2204183293285,-1.7022544939975504,16945.672953372527
F12,,-8.151515151515051,3632.574242424209,-5.321212121212144,1954.8163636363724,100000.0,332.15,-5.422364283056022,2806.0709714733257,-7.348210985658551,2683.0766995735407,171371.8524970342,330.8372790018636,7.273052583805124,0.9425914486117202,308.11291608448903,-1.6707539689724165,16931.826946881705
G12,,-10.206060606060456,4169.53696969692,-4.872727272727294,1790.6218181818265,100000.0,332.15,-7.374187704210414,3305.7106267790277,-6.64389764898231,2427.0654822322613,167982.17826115762,331.4096531580316,5.828047170133462,0.9450719665835972,308.1814655479801,-1.7277511898405677,16858.37733589668
A2,,-12.587878787878603,4965.076060606,-4.612121212121233,1696.2736363636445,100000.0,331.15,-9.294108058177432,3958.906020712011,-6.551848126835303,2394.136281151809,168881.68187704138,331.0898536108606,6.33280031126651,0.9421517055362966,308.0197891024088,-1.6957956075954748,16801.897786707636
C12,,-11.993939393939243,4792.793030302981,-5.048484848484868,1855.4845454545532,100000.0,332.15,-8.880412521278902,3843.2537813004333,-7.120900958459061,2600.9491297741365,167715.94573152342,331.16294451498953,6.479289373407071,0.9410634023385657,307.93388013375096,-1.7030746247344304,16719.253474517798
B7,,-11.636363636363468,4634.1818181817625,-4.993939393939416,1835.0581818181902,100000.0,331.15,-8.419877180000178,3651.2771060379728,-6.709781080460187,2451.9453305805873,167821.70584334,331.0986646424353,5.663528405461263,0.9463275463535274,307.89190858591513,-1.6966723153583487,16700.463324203178
C11,,-12.533333333333212,4957.613333333294,-4.787878787878808,1760.1363636363708,100000.0,331.15,-9.119724206217386,3914.370758747585,-6.59211174227385,2408.672565783394,166947.42049824385,331.2784861841651,6.103526971763306,0.9452069845870968,307.934314424416,-1.714610875717284,16695.063350366283
C10,,-10.321212121212007,4228.069393939356,-5.084848484848505,1868.435454545462,100000.0,332.15,-7.068266856908835,3233.804410481759,-6.889650262641625,2517.0987180078,167780.21110211252,331.082176109763,6.009333748348464,0.9451677211357876,307.87231382791674,-1.6950318595699017,16688.809783333592
G2,,-11.103030303030177,4455.5684848484425,-4.715151515151535,1733.834545454553,100000.0,331.15,-8.045347931102905,3523.0576310174733,-6.5707359608189515,2401.049102930039,168297.22364610617,330.953310474658,6.121172086873905,0.9420691736080969,307.82714861869914,-1.6822364061104054,16681.22331626869
D8,,-8.969696969696837,3893.9151515151084,-5.521212121212148,2027.6463636363735,100000.0,333.15,-5.995204860817391,2990.725989103571,-6.955952022994015,2541.0657848712417,165938.46134273396,331.3530526785752,6.359312654117384,0.9503183039105466,307.86680456307187,-1.7220752202949967,16627.77339404533
G10,,-11.08484848484831,4473.547575757519,-5.127272727272748,1883.4781818181898,100000.0,334.15,-8.62700558190714,3725.3063296083747,-5.653967862530106,2066.8451168168685,156032.49457367713,333.6665143930912,4.752912193956717,0.957210402232703,308.465874892244,-1.9611276186522701,16608.590015080867
B6,,-8.266666666666536,3673.3066666666246,-5.709090909090933,2097.0927272727367,100000.0,331.15,-5.494073525350323,2834.2224590223573,-7.501238003375821,2739.9786350966315,167426.44168747473,330.97372791134546,6.716356761919595,0.9468756512764327,307.7329660609212,-1.6842607015684479,16604.218110588103
D9,,-10.309090909090775,4260.85545454541,-5.75757575757578,2113.827272727281,100000.0,332.15,-6.946830748360945,3233.1957362185653,-7.211166765508887,2635.1951114671174,166594.73508096402,331.1324126960184,5.824731582837044,0.9490199608004474,307.7622051304624,-1.700032238487168,16593.652855325814
F3,,-5.545454545454446,2830.1772727272405,-5.739393939393963,2107.351818181827,100000.0,335.15,-2.663564669661314,1956.6757902849176,-6.169337857809331,2255.130394773397,162345.76695653764,332.04965089004673,6.9663397243081056,0.9517140799583813,307.98402749944177,-1.792535395352239,16574.222585543095
A11,,-11.575757575757445,4658.712121212078,-4.945454545454568,1817.123636363645,100000.0,332.15,-8.387245137291975,3685.319024081989,-6.02976184787455,2203.9566660010623,161932.47147117587,332.14407600934936,5.3754961761035736,0.9538146777824175,308.0082699555403,-1.8021875083177648,16573.364215046262
G1,,-13.303030303030114,5189.098484848423,-5.430303030303052,1995.2690909090995,100000.0,332.15,-9.819254447027218,4124.232662992233,-7.0122965690674794,2564.889114336076,169121.19420685363,330.5397505118397,5.8989564840534605,0.9439557822308059,307.57392620151086,-1.6414782948952151,16572.267868363917
B12,,-7.993939393939273,3558.7930303029916,-5.39393939393942,1981.918181818192,100000.0,331.15,-4.8248479632814405,2595.374899391777,-7.463966171280971,2725.6786536168415,169293.9773262104,330.4931029363995,7.150762806680375,0.9421698416167794,307.55534158750015,-1.6369102456632447,16567.64539569778
C7,,-9.999999999999872,4097.699999999958,-5.0666666666666895,1862.3600000000088,100000.0,332.15,-7.019152042546213,3188.566719679729,-6.2676887849174685,2292.3696626336455,164706.26253723103,331.46397319575436,5.2239668077123005,0.9515637152929077,307.7992899179557,-1.7332066517545854,16553.89562381702
E10,,-11.006060606060483,4484.856969696928,-5.466666666666692,2007.6200000000094,100000.0,333.15,-8.116981711411695,3602.7918474787602,-6.27945349550478,2294.1311366862446,157047.85740804145,333.22169488372526,5.583976182684596,0.9518869145668594,308.2359976276405,-1.9140448050039964,16529.339540991074
D10,,-7.327272727272599,3355.6263636363215,-5.993939393939421,2200.808181818192,100000.0,332.15,-4.151590331678388,2389.67913371675,-8.054142919265137,2941.1094318414425,169183.06975763928,330.397429185397,6.973274099579159,0.9433038755349452,307.45850072112415,-1.627559804420006,16512.59537590462
C9,,-11.339393939393801,4591.840303030257,-5.072727272727293,1864.251818181826,100000.0,332.15,-8.292270922893291,3664.904621661905,-6.79698977736744,2483.22688251059,165236.1676538632,331.23534628568973,6.397056810028175,0.9440806749840285,307.6725325437858,-1.710299331061048,16504.566577967707
B4,,-8.37575757575747,3690.032121212086,-5.466666666666692,2008.2200000000096,100000.0,331.15,-5.167632560159798,2714.318183069775,-7.040546194270222,2571.7639343394067,164912.5956073749,331.18504598012623,6.219022505506811,0.9510849352062918,307.5862082840611,-1.7052785377459152,16449.701593466623
B3,,-4.969696969696907,2615.1151515151305,-5.296969696969719,1945.8490909090992,100000.0,332.15,-2.004387904651497,1716.641116751596,-6.710071901706829,2449.828920556577,164203.5432495989,331.329994436706,6.597184022126614,0.9520754593809638,307.6165424728122,-1.71976540362245,16443.644532610797
C8,,-12.012121212121082,4764.413939393897,-4.9090909090909305,1804.3727272727351,100000.0,331.15,-9.003977994148277,3848.7521031343135,-6.422244460348458,2347.140302752083,162898.9287258137,331.49657539941524,5.72670514894476,0.9467923363424755,307.5837410145613,-1.736484796691549,16386.659206642587
B11,,-8.109090909090773,3537.925454545409,-5.218181818181839,1916.8554545454624,100000.0,331.15,-4.7909215442322495,2527.7079539211027,-7.070801366586023,2582.050987658647,167631.05933168184,330.3244056932331,6.685175411516171,0.9425965572769449,307.19783756241696,-1.620439853286559,16327.675511608271
H12,,-9.175757575757476,3919.3521212120886,-5.333333333333355,1959.000000000008,100000.0,332.15,-5.704672766642719,2862.2253143161242,-7.011792776296993,2561.240128469319,165610.08021016323,330.7027109539704,6.5201177105093535,0.9466477609055591,307.26220438681815,-1.657483090235747,16301.823037960117
H11,,-9.793939393939288,4138.863030302995,-5.490909090909115,2016.787272727282,100000.0,333.15,-6.647302726948562,3182.715542198453,-6.9723980149958775,2547.080877209425,162716.85503504955,331.3048646297678,6.569881441445837,0.9469700649451046,307.393885573975,-1.717249716179154,16283.658580435753
G11,,-12.484848484848365,4931.957575757537,-4.769696969696988,1752.660909090916,100000.0,333.15,-9.118559604427146,3903.669384215169,-5.778884274768405,2112.0783191813125,158419.7946556232,332.27231974143996,5.830451641332145,0.9486988886648747,307.622713850329,-1.8153351366933848,16268.736712160922
C2,,-11.35151515151501,4589.654242424196,-4.7454545454545665,1745.2936363636443,100000.0,331.15,-7.202792356913282,3321.84013988587,-6.486911547142371,2370.437944890025,163199.06431230917,330.5765178052939,6.565929225725235,0.9448819294028843,306.8320763275946,-1.6450829841903243,16008.328116782099
E9,,-10.406060606060477,4111.966969696928,-4.715151515151534,1733.6345454545526,100000.0,335.15,-8.572669672903775,3557.208990726957,-4.573595999927469,1672.317633403703,143884.35628447944,335.3488535936994,3.7148419427919848,0.9590129059765794,307.9304162047361,-2.1439781260922643,15960.493219203885
C6,,-7.048484848484753,3164.1057575757263,-5.103030303030325,1875.7109090909175,100000.0,334.15,-4.072659384838817,2259.6613467113057,-5.39525024670265,1973.354453997236,154242.62816153793,332.27998953566447,5.194946836567743,0.9570533853929584,307.01246783090215,-1.8161228567268282,15842.962112955187
B2,,2.345454545454566,222.10272727272064,-5.557575757575781,2040.797272727281,100000.0,332.15,5.666984612076203,-785.8418201903274,-6.615848487632978,2413.2237794548196,158577.22641482338,330.9070476624787,7.051529725492276,0.9511108527468799,306.47462228074454,-1.6776538586701584,15697.827533587013
D7,,-10.23636363636352,4199.17181818178,-5.139393939393961,1888.2618181818264,100000.0,332.15,-6.889402513145641,3181.6510561101704,-5.466351234754471,1998.2237242513504,150160.40849958928,332.35587727743075,5.124288755567695,0.9567246689401803,306.44361327156537,-1.823925406478331,15454.423574938888
D6,,-6.25454545454537,3029.7927272726993,-6.369696969696997,2337.9009090909194,100000.0,336.15,-3.6219148686762392,2237.6295117003965,-4.873824811219669,1778.094422245066,142377.68769442465,334.25003176651643,6.00642269438966,0.9589531780270316,306.7390869582564,-2.0236944327628166,15377.228302560688
C5,,-4.957575757575662,2591.301212121181,-5.896969696969727,2165.3390909091017,100000.0,336.15,-2.16289367657162,1752.2970777303408,-5.062160744541799,1848.1119284134065,144627.337914772,332.98272920295994,7.104542651313851,0.9509801097262037,306.061956021874,-1.8889702909733117,15129.207779000495
H10,,-10.127272727272578,4179.846363636315,-5.145454545454567,1889.7536363636443,100000.0,333.15,-6.327577219680582,3024.50726056646,-5.671237468232869,2072.027715153567,149318.27565650348,331.62526350479243,6.184813306113696,0.9494994088816948,305.68823442385235,-1.7494525114892987,15072.641242275127
E3,,-1.3454545454544993,1123.9472727272578,-4.224242424242443,1555.59727272728,100000.0,336.15,1.3149996505289798,315.1675059533707,-3.5194194138467085,1289.7099014536864,145153.83320428347,332.42961889458337,4.958930092470112,0.9529633536969958,305.6841063707546,-1.8315221893322686,14968.034737327787
A10,,-11.824242424242287,4714.197878787834,-4.727272727272749,1737.41818181819,100000.0,333.15,-8.21827858545899,3620.37522740591,-4.141033093987177,1512.111638045619,138718.50945867784,333.6241949068358,5.118083394947352,0.9589456270620814,305.54970600427345,-1.9566253975501766,14749.911777522759
C3,,-6.242424242424118,3050.9787878787474,-4.472727272727291,1643.9618181818257,100000.0,339.15,-2.3751639099276836,1884.092692406915,-1.1939900435510808,427.0776566937071,133555.35140866425,334.8506225233991,8.228438796427596,0.9534896702366699,305.580636762985,-2.089040810170374,14638.063089420692
H9,,-9.460606060605958,4006.879696969663,-5.006060606060628,1839.6418181818265,100000.0,335.15,-5.848322151314833,2916.9424894971353,-4.01737658662627,1466.3696354720305,137681.89075487558,333.1176796432725,6.481415209804019,0.9537401119720911,304.9318683850455,-1.9031116947041582,14452.59901471508
E8,,-12.22424242424229,4719.857878787834,-5.5939393939394195,2054.3481818181917,100000.0,336.15,-10.121155358380056,4088.157670273611,-4.484808363890554,1637.2540171815237,127698.04784974897,336.0845118467757,3.9525814329456406,0.9573933503033664,305.3793898610772,-2.2262979923314745,14413.526771429853
G9,,-11.975757575757449,4772.372121212079,-5.1393939393939645,1888.0618181818274,100000.0,337.15,-8.99044919709646,3874.851344087443,-3.3226325960710024,1211.2923018674214,130316.78227758159,335.0867467898637,5.5538253995290505,0.9564034748265895,305.11404039843126,-2.1149948243507097,14364.871292493732
C4,,-10.151515151515007,4204.874242424195,-4.521212121212141,1662.496363636371,100000.0,333.15,-6.8276221835012585,3206.0905787450024,-1.8177911085416285,662.0826640426116,130776.66210244935,334.80636993031965,6.653493255531072,0.9539383053035478,304.9774169916837,-2.0841931984306754,14318.119769577539
E4,,-5.478787878787794,2574.300606060578,-4.824242424242443,1773.4872727272802,100000.0,336.15,-2.6423659679644245,1721.4932454353723,-3.771988724398328,1375.0645690354438,133401.29259231483,333.4450248828192,5.6254843861042785,0.9533216650235895,304.3789931281202,-1.9376172948466177,14120.47441133857
E7,,-11.121212121211995,4317.789393939353,-4.9212121212121405,1808.756363636371,100000.0,333.15,-9.102702729286884,3714.3165932468714,-3.7536621271289246,1369.5292055715965,125048.64528381103,336.0280533943318,4.0014155579703585,0.9561376295416646,304.74298390742837,-2.21992962451413,14095.84472219827
A7,,-2.5212121212120615,1813.2993939393743,-5.9757575757576,2193.9327272727364,100000.0,330.15,0.44125278948446395,928.711983962764,-7.809465114775318,2839.01732693029,138898.97874941744,331.68689990210015,11.074308004516784,0.9195911271296192,303.95700131552627,-1.7556794261311168,14044.091425371538
D4,,-4.515151515151422,2471.3924242423936,-5.933333333333359,2177.89000000001,100000.0,332.15,-1.8313463960423169,1681.1661805295234,-3.694242041458882,1333.39553589094,126939.31145130776,334.4471483976956,9.83861197919722,0.9391934318923304,303.86174262572865,-2.0450354601809764,13776.571417408351
A9,,-11.696969696969566,4673.051515151472,-5.175757575757597,1900.6127272727354,100000.0,332.15,-8.583602090784785,3740.6789658425328,-2.9607045277972106,1073.7466929050731,123744.19066913312,335.4795186705301,5.547381541719168,0.9573587385472129,303.9938544900023,-2.1584948861239397,13769.278954074125
G3,,-9.399999999999864,3820.009999999955,-4.830303030303047,1775.7790909090972,100000.0,330.15,-6.829892114043416,3051.6879006691624,-4.442289282554127,1616.720214137403,125803.95153946563,334.38026799936705,5.748073600438288,0.945824035046197,303.55604692791866,-2.0377829728478787,13630.920589078702
D3,,-10.993939393939279,4447.443030302993,-4.75151515151517,1746.3854545454615,100000.0,331.15,-8.305334729590808,3649.9761013027196,-2.504444703680703,900.3807507378556,120093.18508302404,336.18328334003587,7.327474134547385,0.9450049728207844,303.70341298862104,-2.2374593958677025,13586.452277135226
D2,,-9.666666666666556,4186.51666666663,-4.000000000000013,1469.8000000000056,100000.0,331.15,-5.703655873663843,3008.874627694805,-2.5628814972563734,919.8350742677417,126065.81591843956,333.7729377790594,10.081726319239632,0.9418772190984468,303.1133885570442,-1.9724708211160191,13454.759832870683
G8,,-9.93333333333321,4167.023333333293,-4.824242424242445,1772.8872727272803,100000.0,332.15,-6.718029021423849,3211.1778000146887,-2.128866362905704,761.1496198520084,119967.16989326746,335.53803711718,7.755051241381116,0.9488784424486004,303.14601415380105,-2.165010893307368,13367.596232453701
H5,,-5.363636363636306,2748.5681818181624,-6.4303030303030555,2359.2190909091005,100000.0,332.15,-2.5140169893140003,1905.6629269776108,-6.105571325456695,2210.6298801904154,124922.31338932889,333.83363622343535,9.222757216067073,0.9381033176709,302.9087082336117,-1.9789539777902405,13353.005519765147
E5,,-8.96363636363625,3710.308181818145,-5.315151515151538,1952.924545454554,100000.0,336.15,-6.004157964205835,2824.5071272937394,-3.7111409485513494,1347.9961104709873,121770.58037476057,334.7506092530206,5.621190740122718,0.9524247573471729,302.93532667996845,-2.0780923603746757,13314.023358330716
E6,,-8.648484848484728,3538.1457575757177,-5.1636363636363845,1897.429090909099,100000.0,335.15,-6.187315335447942,2804.18433364106,-3.727373187352257,1355.49877429854,120574.76148959936,334.928943620272,5.032367509882406,0.9516722399895788,302.7958158365419,-2.0976331893591933,13240.457235256123
H4,,-6.624242424242327,3138.817878787847,-6.6545454545454765,2440.416363636372,100000.0,329.15,-3.50315975555279,2212.789664354767,-7.789211517865265,2832.4222878342634,130947.29438457798,331.60494146470717,10.087148120294952,0.9245014744202336,302.35355800674773,-1.7474017027439928,13211.003579281973
H8,,-9.145454545454449,3824.717272727241,-5.06666666666669,1861.360000000009,100000.0,330.15,-5.916351351374471,2861.5138072139944,-2.3482470088119167,845.280348212271,118950.32077020459,335.3781702327647,6.489011597252578,0.9524944668521199,302.76576684711955,-2.1472312381715,13203.908852510423
H2,,-18.151515151514932,6817.47424242417,-3.836363636363645,1409.1209090909122,100000.0,326.15,-14.290863898270759,5667.498627736316,-4.287092144232905,1558.062505915082,125733.14886386796,333.12736946521335,8.474466320009764,0.9345521838963511,302.50748731445304,-1.9041289706629172,13201.601564279226
H3,,-8.381818181818062,3629.8390909090513,-4.715151515151533,1731.8345454545522,100000.0,331.15,-5.065592108115912,2642.978290722032,-4.641049631758044,1681.1545205220364,124764.14558142277,333.32635622429854,8.39813437364196,0.9385736512275095,302.4555301461589,-1.9250751495927787,13166.51967970736
D5,,-5.272727272727157,2707.463636363598,-5.872727272727296,2156.571818181827,100000.0,332.15,-1.356391491615608,1541.673357451019,-2.7192890883900436,978.4599237465542,121314.5513909613,333.9375666920089,9.190900002554121,0.9458475469889271,302.16161688721763,-1.990077600785206,13001.090717713074
G5,,-7.587878787878695,3375.12606060603,-6.345454545454569,2328.7336363636455,100000.0,331.15,-4.883367710938908,2576.1367266577818,-5.352850584547676,1935.0727206387564,117684.59395647523,334.8586275786621,8.025666467321269,0.9396773853700728,302.0268568686317,-2.089918273194151,12901.085937466232
A6,,-2.6424242424241937,1768.638787878772,-6.024242424242444,2211.26727272728,100000.0,331.15,0.7330585819316598,757.3247129922014,-7.698466586788927,2793.194940751722,126685.97989142778,331.84681365816556,10.917381773507811,0.9140481551553682,301.65896291992544,-1.771882964253944,12864.109829606354
A8,,-7.1151515151514095,3220.78242424239,-6.090909090909119,2236.277272727283,100000.0,331.15,-4.075849724953257,2320.719385350836,-4.925486925660483,1782.3057608587833,119429.8591285654,334.0947780916709,8.922112438549684,0.9348967117248485,301.8368888294129,-2.006958730392057,12849.287284334308
A5,,-10.006060606060473,4132.106969696926,-4.8969696969697125,1799.389090909097,100000.0,331.15,-6.621408811770962,3127.9439503217504,-3.928419721718741,1419.345245762165,117220.81581157995,334.2024549459118,8.13654703803148,0.9396245663100647,301.3762426679597,-2.0185590103703035,12645.323570271135
H7,,-6.133333333333239,2983.053333333302,-5.872727272727295,2156.1718181818273,100000.0,332.15,-3.2253505898554824,2136.0982711635415,-3.957160267649037,1423.0962440693113,117088.56750758675,334.1401031042179,11.048925461959751,0.9307660096113577,301.2921174435312,-2.011837926978572,12611.564962643468
G4,,-11.345454545454395,4555.847272727224,-5.73333333333335,2105.460000000007,100000.0,329.15,-8.032968774394877,3572.3811573462326,-5.2635050138791275,1908.850447017999,115776.05204397198,333.9860681532205,7.778445512209845,0.9368092742719538,300.83174671729904,-1.9952785709488836,12422.549582682585
A3,,-20.727272727272517,7405.636363636295,-1.9878787878787885,734.716363636364,100000.0,338.15,-18.317170023792112,6700.122333104087,-1.5623620719371873,575.2466379762989,104663.62976871418,337.6578340948987,5.24576903314628,0.9326722502871875,300.60783533150345,-2.4071387264983457,12246.223552775948
A4,,-24.739393939393665,8851.850303030213,-2.1757575757575807,803.5627272727293,100000.0,324.15,-20.685276554734273,7651.884626918061,-2.7746372164061697,1012.6045642612263,113936.25646399861,333.95416279408573,8.200957174733785,0.9252132681575176,300.3244979963127,-1.991856547275951,12215.425735240922
H6,,-11.375757575757428,4571.482121212073,-5.569696969696991,2045.3809090909172,100000.0,329.15,-8.1086664693568,3607.6008857190427,-3.263289435297225,1169.058720296907,108349.46029405622,335.8980495085946,7.8937855619653785,0.9415988553589962,300.32807709249545,-2.2052975299567663,12176.256448624883
G7,,-9.527272727272596,4025.5563636363204,-5.387878787878808,1978.8263636363715,100000.0,331.15,-5.9562460674785145,2973.768554438957,-2.4220056391849143,855.1560106458678,108598.93365693848,335.5227946293939,9.522184603139046,0.9387505836047078,300.1009843353979,-2.163312774434509,12096.48259223332
G6,,-10.545454545454406,4348.127272727227,-5.515151515151534,2026.1545454545526,100000.0,329.15,-7.162097124486606,3362.9713579174004,-2.8542942590984666,1011.8469502658107,103846.09764315504,335.4965269691412,9.901292655784914,0.934419224529765,298.6371082112258,-2.1603878187992933,11559.854646802005
