Parameters,Condition,kN_init,bN_init,kU_init,bU_init,dHm_init,Tm_init,kN_fit,bN_fit,kU_fit,bU_fit,dHm_fit,Tm_fit,S,BS_factor,T_onset,dCp_component,dG_std
H1,,-6.199999999999899,3075.329999999967,-6.1333333333333595,2251.12000000001,100000.0,333.15,-3.8726917616343193,2369.473534202358,-8.171501612542787,2983.438047122279,174613.3540749969,331.9598008858543,7.2078015595456435,0.9468103118885661,309.48216989007466,-1.7833733357118646,17784.209767365224
C12,,-6.7575757575756725,3185.371212121184,-6.454545454545481,2368.5863636363733,100000.0,331.15,-4.243384630235915,2420.2160261316876,-8.648660433543851,3159.7095617214777,180659.1882439615,330.6987083998429,6.774335075869857,0.9433367258866845,309.0836999351373,-1.6570891207838088,17781.21017272113
H3,,-3.636363636363581,2302.3818181818,-6.824242424242451,2503.9872727272827,100000.0,336.15,-1.7800810275005385,1744.4743418873868,-7.086424328512463,2589.386236689636,167919.36947933037,333.4394162880069,6.39378122470993,0.9585013473713431,309.92774698375206,-1.9370236694655887,17771.673782134283
B4,,-5.945454545454435,2925.2372727272364,-5.448484848484871,2000.544545454554,100000.0,331.15,-3.0796977549166136,2051.648309337051,-7.953672055438648,2902.2924883747946,180618.8855608492,330.6005158902702,7.222313415134743,0.9430337732816454,308.9934170280884,-1.6474377613256692,17728.877404173847
D8,,-5.115151515151402,2726.282424242387,-6.915151515151548,2536.9645454545575,100000.0,332.15,-3.1231011988163835,2125.6583791313105,-8.665250376338971,3163.7892923356385,171604.97621023396,332.3354299893317,7.084155889858853,0.9471148536357261,309.4409190045523,-1.821821547523001,17652.014713701188
E11,,-3.884848484848383,2325.0675757575427,-6.612121212121242,2425.7736363636477,100000.0,333.15,-1.4381269475678333,1580.1632798927942,-8.269601694386889,3018.3952916062767,171686.6709509736,332.29270961003283,6.163363129185518,0.9555429042776118,309.41402300370777,-1.8174296118954345,17640.616181653873
B5,,-7.424242424242326,3466.337878787846,-5.751515151515177,2111.135454545464,100000.0,331.15,-4.459100586875505,2565.5880905681393,-8.340589094309196,3044.1562052931135,181098.57282249347,330.29004446357953,8.454078486566388,0.9368665871469233,308.7755927340166,-1.6170945986181593,17622.439066423496
B11,,-6.21818181818173,3027.3509090908797,-6.1212121212121495,2247.736363636374,100000.0,331.15,-3.581880878488222,2226.936276081282,-8.42177786589809,3077.283014981011,179232.8128198279,330.60647371223484,7.68677001085805,0.9384857072889063,308.8425204662314,-1.6480226073637319,17595.738559917303
F7,,-5.199999999999902,2724.779999999968,-6.103030303030328,2240.0609090909193,100000.0,332.15,-2.8950645838270312,2026.9734874858411,-8.121602105355423,2965.3390544130366,174638.98024855158,331.54063025308733,7.284437449646842,0.9449846358419991,309.1208797144044,-1.7409190844898355,17588.50977873868
H8,,-5.539393939393837,2818.9703030302694,-6.096969696969723,2237.969090909101,100000.0,332.15,-3.267539561567155,2132.4207794141093,-8.082441492428233,2952.8378538386773,174727.4372879736,331.27830805222493,7.380639799846522,0.9428341510096767,308.90339112614964,-1.7145930622235497,17472.995445084434
F5,,-4.199999999999906,2417.0299999999693,-6.636363636363668,2435.140909090921,100000.0,332.15,-1.7583165271028236,1675.7585730353626,-8.775330038214166,3203.4486231642613,173768.10464110188,331.45819545929186,6.880773874778037,0.9482750077061005,308.94453663646726,-1.7326260023945999,17461.936597936212
C4,,-7.442424242424134,3377.958787878752,-5.630303030303052,2068.299090909099,100000.0,332.15,-4.620549828738733,2517.866664151803,-8.092556903832815,2954.973425446065,178075.45281400805,330.55006776597764,6.977836541886137,0.9410792891051825,308.66125651512755,-1.6424894328703346,17454.713525322324
F11,,-6.636363636363523,3169.2318181817814,-6.163636363636392,2262.179090909101,100000.0,332.15,-3.995364576716067,2367.2247747500614,-8.473348638039084,3093.2040672873986,176530.80068144255,330.798885530615,7.405357060934078,0.9411754133337918,308.69920854072245,-1.6669626373263533,17423.075337243925
A12,,-9.903030303030203,4156.588484848452,-5.533333333333355,2032.0300000000086,100000.0,332.15,-7.000936445083688,3269.8749092570415,-7.332504299150451,2678.7623218069666,173520.86784718628,331.39978713852764,5.994219332369414,0.9486938395003867,308.86390632030293,-1.7267611866891102,17409.582455766096
A1,,-11.509090909090759,4544.2354545454045,-4.600000000000018,1691.690000000007,100000.0,331.15,-8.853860611379224,3733.4226282491213,-6.680938729393013,2441.645538923091,176255.73989802177,330.82730688997344,5.617832390226647,0.9411658223870008,308.6917731046505,-1.6697688430073647,17409.57527935418
B1,,-7.38787878787869,3396.2960606060287,-5.8424242424242685,2145.512727272737,100000.0,332.15,-4.747662167895162,2594.3444379158364,-8.149125567018451,2976.2914988249877,175395.27421065047,330.98055121889246,7.285589818675857,0.9412350677350521,308.7238100212104,-1.6849374542570636,17397.77008745209
B7,,-5.387878787878697,2737.396060606031,-5.8121212121212364,2134.2536363636455,100000.0,332.15,-2.9107436791074592,1986.828904535518,-7.977421205708721,2913.716672419188,175527.3580140318,330.92537129855515,7.491584606429101,0.9400516865387699,308.691419014628,-1.6794682034484723,17384.506692217565
H9,,-5.5818181818181145,2824.8190909090686,-5.884848484848507,2159.955454545463,100000.0,332.15,-2.9914354604483555,2038.425112437202,-8.150726942166068,2975.053336613611,174608.56236604572,331.0998453871647,7.37949121983046,0.9426176302724013,308.7340265998301,-1.6967898168585727,17376.40537557118
C1,,-11.07878787878772,4366.540606060555,-4.533333333333352,1667.680000000007,100000.0,331.15,-8.189022524705456,3480.5737444471256,-6.722061924095801,2456.7692680924747,176059.06235451208,330.7711891844206,5.731305929684828,0.936150470002347,308.6198489483152,-1.6642301337792986,17363.229230633235
F6,,-6.230303030302939,3015.564848484819,-5.969696969696996,2191.640909090919,100000.0,332.15,-3.548993371273615,2200.3553355319823,-8.206257812226113,2996.1733044531306,176218.6880550348,330.70816173031454,6.936232596475611,0.9440910001189179,308.58369612438133,-1.6580196777325042,17348.699577237436
F8,,-6.581818181818083,3150.3690909090587,-5.8424242424242685,2144.9127272727374,100000.0,332.15,-3.9642046071193633,2355.3406766055077,-7.999641281148379,2919.757434766709,173583.11488869134,331.2257964618939,7.149158634326229,0.9444527059911144,308.72029377483375,-1.7093455736039154,17333.79416279982
F9,,-4.6181818181817285,2533.91090909088,-6.2545454545454815,2295.756363636374,100000.0,332.15,-2.017291951391089,1744.814847198658,-8.531047227186267,3114.160456669549,175183.6633692884,330.8772697677088,7.441050987214495,0.9431914312574434,308.60888970178814,-1.6747073018385983,17327.521512756757
D9,,-6.145454545454441,3010.667272727238,-6.08484848484851,2233.185454545464,100000.0,332.15,-3.5024847657938554,2207.5942800149883,-8.170950629764231,2982.2534499463745,173383.6921094578,331.2368957000799,6.889483077991839,0.9464346015837334,308.70580970342354,-1.7104540971289204,17319.1097108782
A2,,-9.290909090908986,3762.684545454511,-4.254545454545474,1565.6563636363708,100000.0,331.15,-7.048898482062408,3079.905459346327,-6.212648510250979,2271.1343783451944,174635.647327791,330.8817816694248,5.285314504417804,0.9403991664983188,308.5476504104126,-1.6751536044707152,17275.462708136547
B2,,-1.9696969696968907,1665.465151515126,-5.933333333333359,2177.89000000001,100000.0,331.15,0.9845547639550453,765.2365661831454,-8.43553871467274,3077.0462418796224,175653.00154384293,330.64651884641535,7.76085615703316,0.9420046413469186,308.46357736330157,-1.6519561264593179,17263.484566581286
C8,,-9.357575757575644,3987.761212121174,-5.484848484848509,2014.895454545464,100000.0,332.15,-6.463181060724856,3104.5828099373807,-7.496632143861251,2738.2038670876423,172373.0028435776,331.3068984440923,6.494406540743854,0.9450223255290952,308.64349048026185,-1.7174532528821835,17250.93614599818
C2,,-7.030303030302925,3291.884848484814,-5.672727272727297,2083.9418181818273,100000.0,331.15,-3.7026825815076223,2277.5631276144527,-8.31734683042377,3036.0600139741796,178522.20043328227,329.95959025741945,7.850466349167514,0.9383596961133523,308.19731783422475,-1.5850879026488371,17210.343979410773
H6,,-7.084848484848368,3312.947575757538,-6.672727272727302,2448.491818181829,100000.0,332.15,-4.179509995870155,2427.578705854603,-8.773901282694172,3204.041306247446,173505.5786532261,330.82547859052823,6.650256214681245,0.9463313259135661,308.36314676360223,-1.6695882581688295,17137.06527313107
F12,,-7.345454545454449,3329.6472727272408,-5.375757575757601,1974.242727272737,100000.0,331.15,-4.183778036526248,2364.4606299333354,-7.341857026979694,2680.978541588646,174128.47355974538,330.637833460942,6.429084682785709,0.9469884610466721,308.2749474878692,-1.6511026144304033,17109.526730809874
C7,,-8.509090909090789,3750.3854545454146,-5.363636363636384,1970.4590909090987,100000.0,332.15,-5.525914943282495,2842.466939177006,-7.513681044707467,2743.2601637117823,171704.06775249774,331.04730922847426,7.024680445189157,0.9443406998453179,308.33607767754233,-1.6915653641453936,17062.823515482498
F2,,-6.824242424242312,3277.247878787842,-5.1575757575757795,1893.937272727281,100000.0,334.15,-4.0363998684829046,2431.255102572953,-5.444763048437356,1990.2616373388853,164811.82621025792,332.57434323139836,6.659093919911737,0.9560638998461976,308.7707059173568,-1.8464741814392198,17059.460507174383
D11,,-6.381818181818085,3035.9390909090594,-5.745454545454571,2109.643636363646,100000.0,331.15,-3.2991553852481768,2096.339719046892,-7.778594969686338,2840.559593969051,174545.38919091664,330.43997303239564,6.652379373411444,0.9457661425589909,308.15269500855703,-1.631714637850127,17056.24733649023
C10,,-9.575757575757427,4031.212121212072,-5.806060606060624,2131.7618181818257,100000.0,331.15,-6.560452265228554,3109.916958970642,-7.940106686157122,2899.595700866147,171925.13483882125,330.96877392570786,6.566707096671003,0.9409241930780645,308.29513713961467,-1.6837694322960246,17048.049776709922
H10,,-7.878787878787779,3536.4606060605734,-5.975757575757605,2193.3327272727383,100000.0,331.15,-4.782188837930922,2592.0458488233294,-8.37893453479781,3058.1914463817507,173494.317323264,330.6314270874988,6.912293082347647,0.9426406628547797,308.1931877788191,-1.6504731925441654,17044.18441970927
E1,,-9.999999999999856,4110.299999999953,-4.6363636363636545,1704.240909090916,100000.0,331.15,-6.608298898246082,3072.0397863860276,-6.328384595143085,2312.4260856987135,172127.71078737287,330.88095120367257,6.106592977888037,0.945067749453026,308.24377988321487,-1.6750714533385782,17026.981100261164
C11,,-9.115151515151398,3904.8824242423852,-5.757575757575779,2114.227272727281,100000.0,332.15,-5.851705078540368,2907.4230400431156,-7.925783378783898,2894.4350141462955,173027.38299086053,330.67023826553697,6.666346318659114,0.9427637310802002,308.1704647851944,-1.654288079625804,17016.625841018584
C5,,-10.745454545454425,4381.357272727233,-5.030303030303051,1848.6090909090985,100000.0,331.15,-7.479400743384898,3382.7310110932444,-7.12406068902094,2601.711028805075,170351.7504414313,331.03495194352024,6.62540152313883,0.9400768644823029,308.15753903775703,-1.690337585977879,16922.7119187004
F10,,-7.64242424242413,3459.788787878751,-5.921212121212148,2173.9063636363735,100000.0,332.15,-4.892999058321817,2625.382524839716,-8.077757814658026,2949.0312294376313,171070.41084490417,330.7500564608954,7.009220058803025,0.9423671111162372,307.99999367733994,-1.6621465989616482,16861.388058422937
C3,,-5.799999999999908,2768.46999999997,-5.642424242424268,2073.282727272737,100000.0,332.15,-2.629396386690891,1798.4591083417142,-7.755368273546862,2833.609633557836,173700.7324015293,330.17832012082084,6.558434790772178,0.9401360752709472,307.8242505567954,-1.6062399262249194,16849.5092607578
H11,,-7.56363636363625,3425.898181818144,-6.018181818181844,2209.1754545454646,100000.0,332.15,-4.726486123059607,2562.3569633413767,-8.072720096140236,2947.0931792282263,169102.54257641698,331.11520732339386,6.808333627014513,0.9435190501043066,308.0697708172169,-1.698318901451998,16835.53111319385
H7,,-8.975757575757472,3830.322121212087,-5.696969696969721,2091.7090909091003,100000.0,332.15,-5.663895599154723,2817.083837120776,-7.547069049127027,2756.6866159466495,169326.026342571,330.9388001025453,6.206157559549394,0.945529153247895,307.9453330360609,-1.6807984588746656,16776.507403134772
D4,,-0.024242424242425935,1121.627878787879,-7.745454545454577,2840.343636363649,100000.0,334.15,2.269875098163916,427.4388895957258,-8.37491409036939,3050.732394728924,156414.42651567666,333.953792919534,7.588691228487597,0.9511234355436365,308.76837031515043,-1.991816892170327,16769.474865477376
A11,,-8.666666666666563,3786.166666666634,-5.224242424242448,1919.1472727272815,100000.0,332.15,-5.374251140035549,2782.5796717615476,-6.883260759844843,2513.878783704145,168103.56753211207,331.18147667467645,6.58066656079921,0.9486191115976096,307.99972247963933,-1.7049225239812458,16766.363643342742
C6,,-9.993939393939284,4194.493030302994,-5.006060606060625,1839.6418181818258,100000.0,332.15,-6.697459929494655,3190.7710858697446,-6.734906721924659,2459.868843007478,167120.95676499483,331.02471886383705,6.721353978795069,0.9457443437341196,307.73754128163506,-1.6893211761579003,16597.112411307826
D12,,-10.315151515151396,4225.662424242385,-5.1090909090909316,1877.202727272736,100000.0,331.15,-7.283936500869021,3302.439328781281,-6.879546447300941,2513.0880480040473,167035.15513774005,330.94928502992195,6.156547681344219,0.94364876681525,307.6612310443068,-1.6818374355904062,16554.29974077337
F1,,-8.569696969696844,3732.6551515151095,-5.733333333333356,2104.8600000000088,100000.0,331.15,-5.030004682561605,2651.01703907026,-7.731419645480412,2822.6575520391602,167255.91037408385,330.77092787116834,6.706053425931679,0.9442640008757652,307.5356341878826,-1.664204362737113,16494.929053936266
H12,,-9.11515151515139,3881.4824242423833,-6.0727272727273,2229.001818181828,100000.0,332.15,-5.57742100109535,2799.7509126117,-7.708428123382711,2816.1457055686606,166879.13765283301,330.7113342247649,6.128621294837922,0.946580162267685,307.43536771483684,-1.6583320229850962,16430.665701228772
G12,,-10.696969696969552,4396.1015151514675,-5.503030303030323,2020.9709090909168,100000.0,333.15,-7.5678740337750305,3442.1865320068437,-6.570753830792167,2400.8033930509278,159086.85625881713,332.1856735042268,5.822243754180547,0.9508086162129282,307.64411842167414,-1.8064472409679695,16300.005479827143
G1,,-10.945454545454414,4461.78727272723,-5.472727272727297,2010.1118181818276,100000.0,331.15,-7.430833373340358,3389.8457564332666,-7.927149818733954,2894.077252797147,168715.5850333006,329.99731356450394,7.349833252286231,0.9331379080959646,307.0529832275147,-1.5887265476763055,16282.369337300617
A9,,-6.266666666666578,3107.6066666666375,-5.82424242424245,2138.2372727272827,100000.0,334.15,-3.6877310158777035,2332.209586673144,-5.7778167460497505,2109.501425799631,154563.3054473173,333.072366100047,6.6066816255870995,0.9568593934394451,307.73745274577874,-1.89835784767903,16205.836592409658
E2,,-10.157575757575598,4137.281212121159,-4.7757575757575985,1755.1527272727355,100000.0,331.15,-6.662999085687553,3069.3658664213585,-6.323293175769905,2310.087572883913,162961.626156348,331.02292424900025,5.989107210734496,0.944444811285355,307.1844318421971,-1.689142953794228,16183.245327450186
H2,,-1.1393939393938723,1513.3103030302814,-5.915151515151541,2171.0145454545554,100000.0,336.15,1.8933747544589594,598.1473874818254,-4.481877686976549,1633.710692318074,151030.78627046294,333.61475032485185,6.713034562987908,0.9630920409357646,307.6522387117007,-1.9556212764800662,16055.25271659138
G2,,-10.496969696969597,4335.271515151482,-5.1151515151515365,1879.8945454545533,100000.0,331.15,-6.673553371653252,3169.8664993139832,-6.930328189309527,2531.2608841547326,163223.96465598763,330.5321578154921,6.839430552454106,0.9432787366483409,306.79722094241333,-1.64073436155698,15991.013454463837
F3,,-2.2545454545453594,1759.3927272726967,-6.793939393939424,2493.3281818181936,100000.0,335.15,0.5641934933175018,905.7352282216929,-7.387717136239865,2696.9467569043827,155504.4654025674,332.1915224579141,6.260758482451332,0.9558243808238422,307.12640735072813,-1.8070465697358173,15935.411933873442
A10,,-8.703030303030193,3768.2084848484487,-4.878787878787901,1793.1136363636451,100000.0,333.15,-5.43996375363434,2776.331691200654,-5.074650994357446,1854.3304315143318,152461.24377550543,332.7124536024015,5.8544996754032805,0.9561163294955084,307.1084310391332,-1.8607955101764162,15837.804107123766
D6,,-4.018181818181702,2363.0209090908716,-6.4424242424242655,2364.2027272727364,100000.0,333.15,-1.4330686838380224,1585.5996720326582,-6.955327850440438,2534.4950296522848,150423.26022870166,333.1126841623897,7.194008415988412,0.9515358747738333,307.12882716797964,-1.9025873478499236,15788.053677023123
D5,,-4.54545454545447,2554.027272727248,-6.957575757575787,2552.607272727284,100000.0,333.15,-2.081935594880862,1814.5336263174243,-7.509220041241319,2735.8137411283406,148996.79709812495,333.3714482922437,7.4360450780347955,0.9497576721002519,307.1192669870204,-1.9298365010205885,15741.848954326417
D2,,13.981818181818111,-3501.0790909090674,-7.284848484848514,2672.365454545466,100000.0,339.15,16.442618293587135,-4245.740535796524,-5.263765381400783,1898.0424394408894,141033.85902237953,334.81677844580116,7.380861038332666,0.9605961257591682,306.9751926628553,-2.0853329217606884,15445.03619601923
H4,,-4.10909090909079,2305.9254545454155,-6.509090909090938,2389.4127272727383,100000.0,333.15,-0.8206438139527555,1308.5815483632894,-6.668173128611499,2436.437283097726,152429.1305621956,331.7027784609259,5.802637750784587,0.9571120626591806,306.2430243329895,-1.7572852506373238,15418.685584954712
G10,,-5.878787878787789,2938.7606060605767,-5.70909090909093,2095.6927272727353,100000.0,335.15,-3.24995851923371,2151.6965604475745,-4.622026123776049,1683.0696359046967,143267.40638464948,334.0238109090751,6.514854550545477,0.957829480177856,306.70523362996886,-1.9993302003015145,15386.770877467712
G11,,-9.684848484848374,4063.1375757575393,-6.109090909090938,2241.7527272727384,100000.0,335.15,-6.654533333357279,3144.479710265238,-5.962304911366894,2177.9610930339977,147213.56930260328,332.945329980773,5.18394941038362,0.9577420919234875,306.4655927425498,-1.8850599057650186,15384.942392275896
F4,,-1.6787878787877994,1505.5306060605803,-6.612121212121241,2426.1736363636473,100000.0,335.15,1.4883470728133688,544.787838610111,-7.273487986345746,2654.2737717735154,151316.33160458092,331.4872919992375,6.235254341822201,0.9529385786019251,305.88678001219114,-1.7355510589996612,15217.707745390657
H5,,-5.927272727272637,2860.2163636363343,-6.400000000000028,2348.960000000011,100000.0,333.15,-2.47665294823218,1812.8054454050825,-7.0419683256314665,2570.8762718000826,149080.18350147427,331.5791458858648,5.960008989521075,0.9526790967142148,305.61087915011024,-1.7448001419199244,15029.965740600983
D3,,4.733333333333348,-394.6433333333376,-8.012121212121246,2937.7836363636493,100000.0,335.15,7.786796345003334,-1315.8888369075528,-5.4783197501769845,1976.9714702739943,135729.73551727,335.2611478735957,7.302888965548473,0.9620437799804731,306.3519685238697,-2.1342594939854322,15024.366281548942
D7,,-7.812121212121105,3513.983939393904,-6.660606060606088,2443.9081818181926,100000.0,333.15,-5.024189723818013,2675.689047272048,-7.226546244171735,2635.920659094313,144973.95217240413,332.50482701440734,6.653968246947637,0.948289411445931,305.71717338630987,-1.839285161265039,14978.895474086174
E10,,-7.375757575757448,3377.8821212120793,-5.660606060606084,2078.3581818181906,100000.0,334.15,-4.447637991874005,2499.1459856040983,-4.27783598689448,1558.1885239110377,138024.26810173088,333.97370368942615,6.099492055189418,0.958612346350886,305.71332055001596,-1.9939520918838696,14805.179053930615
A8,,-7.484848484848364,3383.007575757537,-5.624242424242451,2065.4072727272824,100000.0,334.15,-4.723904820563231,2564.1835560582745,-3.3124332919991972,1196.6401540821864,125146.33488322074,335.0150069989862,7.783705082855145,0.947800029919256,303.9315849833539,-2.107093752327181,13771.08611549861
A6,,-3.6424242424241453,2191.9887878787563,-6.212121212121242,2280.5136363636475,100000.0,330.15,-1.1863977532137377,1472.8906229648865,-4.193318488019279,1507.692704545621,122923.26725246264,335.0797764027004,10.400288914395603,0.9358505959232036,303.47558110325497,-2.1142265402793825,13547.605955386594
E9,,-6.866666666666591,3224.896666666642,-5.5272727272727495,2029.33818181819,100000.0,335.15,-3.433936504880303,2203.9129885709913,-2.6442071429230882,949.1846349281811,122740.38430740291,334.8094821442908,7.9472969136816225,0.9518501022254714,303.21127246006745,-2.0845339529370506,13439.281641854657
G9,,-9.266666666666541,3935.8566666666256,-5.660606060606085,2078.158181818191,100000.0,335.15,-6.076055439957762,2985.910314688698,-2.9999687703080906,1074.190531982142,117086.61778444,335.9336672295057,7.412942352580893,0.9493627674454386,302.7491113036466,-2.2093019071241216,13169.152826749023
A7,,-7.09696969696958,3354.1615151514766,-5.448484848484873,2000.544545454555,100000.0,333.15,-3.7294289654395905,2361.3586057035805,-2.6422740175475465,940.9037073975203,119610.65892735733,334.8445314569612,10.57026156307886,0.9399659713083065,302.49295450797035,-2.0883732605302683,13107.746056058595
A4,,-12.042424242424074,4832.848787878732,-3.9151515151515275,1439.71454545455,100000.0,330.15,-8.698600529270559,3842.7490983661073,-3.1661344802644065,1141.3789251128953,120354.19239207376,334.45635009148134,8.732456369919507,0.9384316931240768,302.3564070185582,-2.0460342218290037,13064.848201473651
E4,,-21.745454545454304,7882.007272727194,-2.921212121212133,1075.8563636363679,100000.0,325.15,-18.06703860898722,6787.448463091171,-3.6011996485193065,1313.609150411564,122961.33858485095,333.39370484464894,7.641613661627381,0.9295725087489063,302.10069083248464,-1.9321886205955678,12998.485158580785
G6,,3.4000000000000226,-136.31000000000716,-7.484848484848515,2744.395454545466,100000.0,329.15,5.917574590374602,-880.1259683746641,-9.733447481092801,3536.583303634415,129934.90926751003,331.0723884131163,16.48273701137049,0.870708756249389,301.7036961572407,-1.6940584244620638,12920.943277184873
G4,,-12.599999999999831,5008.489999999945,-4.515151515151526,1658.0045454545498,100000.0,329.15,-9.39943186861475,4062.160761266312,-4.401777247648686,1592.1305662614648,119480.4879403904,334.164288260555,8.582143722619257,0.9356333182901178,301.90597738417495,-2.01444368189852,12876.913797688168
E5,,-10.56969696969685,4338.155151515111,-5.018181818181836,1843.2254545454616,100000.0,333.15,-7.3682252007124855,3389.4143114179706,-3.9431469789309808,1424.2995315622645,118101.50998356627,334.6312964426918,7.891883050569596,0.9421823418975781,301.94635166698134,-2.0650660046798066,12875.3533869713
A3,,-18.006060606060384,6717.306969696897,-2.987878787878798,1100.2663636363675,100000.0,327.15,-14.498736510107511,5680.418472181177,-2.6638817016182945,963.3111356417452,116154.82796570606,334.70429516731076,8.210380142875563,0.9348322704588673,301.5121238864358,-2.0730313735225394,12685.69877313397
G5,,-9.606060606060467,4072.0469696969244,-5.812121212121236,2132.853636363645,100000.0,331.15,-6.103405178913283,3033.7947340809087,-5.706356157478581,2068.282046174424,120458.03432176445,333.0303700837204,9.227500109259074,0.9335580104633752,301.21536129654345,-1.8939569697723613,12616.329302472917
E6,,-1.9939393939393444,1547.0930303030143,-6.284848484848504,2306.015454545462,100000.0,331.15,1.271785437960404,569.0834911134195,-9.068048542250686,3292.2719191447477,127634.22080870188,330.7756920994571,12.72235688116632,0.8904782984081591,300.97641156716924,-1.6646742461636066,12589.059259550302
E3,,-21.12121212121193,7580.68939393933,-2.6242424242424276,966.3572727272741,100000.0,327.15,-18.06450293086002,6676.604718828871,-2.9348625945120212,1071.889041282948,113113.9109172635,335.0213810884961,6.347752606699477,0.9289381195806704,300.9663478982951,-2.1077952102570023,12448.955055614626
G7,,-0.6545454545454159,1187.1527272727146,-6.824242424242452,2503.587272727283,100000.0,329.15,2.6612320056122956,201.94182194055088,-9.75700160992736,3546.940118780456,129177.98700603962,329.8421085713951,14.81511716325876,0.8816460307362626,300.52598903100886,-1.5737810419409541,12411.765153215842
E7,,-3.7818181818181147,2222.349090909069,-6.587878787878813,2417.0063636363725,100000.0,329.15,-0.4945022126827541,1248.37233371181,-9.509627723273688,3451.4034283886517,125516.14017447807,330.8223640132169,14.755363547234333,0.88640604267369,300.55807035339564,-1.6692806460301703,12396.105787910605
G3,,-19.29696969696951,7071.9915151514515,-3.333333333333338,1225.3000000000018,100000.0,326.15,-16.373341248314212,6214.567035845821,-2.614639964678035,946.1951330580127,107350.5028924124,336.43232569032375,6.928726175806064,0.9349924081157458,300.4586208291049,-2.265715968559711,12215.315238554598
A5,,-10.89696969696956,4420.13151515147,-5.036363636363658,1850.9009090909176,100000.0,329.15,-7.492378727495718,3415.3465039321172,-3.0889927391833925,1107.2399236229346,110137.92400759115,335.2799420602179,8.283826347097586,0.9402421632908798,300.34947252338713,-2.1363403521420494,12197.015759147505
E8,,-4.060606060606002,2314.2696969696776,-6.230303030303055,2286.9890909091005,100000.0,329.15,-0.7205659757274111,1336.4865480645046,-4.242100398637403,1517.392682386921,112619.44139470394,334.1976656459423,12.298223550872557,0.9259130104585109,300.16774550982234,-2.0180423900186923,12147.505461423558
G8,,-3.836363636363575,2164.811818181798,-6.466666666666694,2372.9700000000103,100000.0,329.15,-0.7426216190935163,1255.1038084864256,-6.764743798520272,2446.485605422259,115730.13873722448,332.47533951661904,12.021385671749847,0.9110433377998358,299.5937654620208,-1.836239647505252,11948.183315599239
